FoodEstabKey,EstablishmentKey,businessname
2375,2375,Royale
2376,2376,Royce Chocolate
2377,2377,Roza Lyons
2378,2378,RUBY ROOM
2379,2379,RUCKUS NOODLES
2380,2380,Ruka Restobar Nikkei
2381,2381,Rustica House of Pizza
2382,2382,Rusty's Liquors
2383,2383,Ruth Mulan Chu Chao Center
2384,2384,Ruth's Chris Steak House
2385,2385,S & I TO GO
2386,2386,Sa Pa
2387,2387,SA PA Food Truck
2388,2388,Sabor do Brasil
2389,2389,Safari African Restaurant
2390,2390,Saigon Chicken House
2391,2391,Saigon Fusion
2392,2392,Saigon One Restaurant
2393,2393,Saint John's Seminary Bishop Peterson Hall
2394,2394,Sakanaya Boston
2395,2395,Sakura Japan
2396,2396,SAKURAABANA INC
2397,2397,Saloniki
2398,2398,Sals Lunch
2399,2399,SAL'S PIZZA
2400,2400,Sal's Pizza/Bakery
2401,2401,SALSAS MEXICAN GRILL
2402,2402,Saltie Girl
2403,2403,Salty Pig
2404,2404,Salty's
2405,2405,SALUMERIA ITALIANA
2406,2406,Salvatore's
2407,2407,Sam Adams Deck/RF ROOF
2408,2408,Sama x Edena
2409,2409,SAME OLD PLACE INC.
2410,2410,Sammy Carlo's Delicatessen & Catering Inc.
2411,2411,Sammys On Third/GEB
2412,2412,Samuel Adams Boston Brewery
2413,2413,Samurai Express
2414,2414,San Fransisco De Asis Market
2415,2415,San Miguel Arcangel Market
2416,2416,Sanchez Market
2417,2417,Sandra's Market
2418,2418,Sandy's Market
2419,2419,SANDY'S VARIETY
2420,2420,Santander Bank Coffee Bar
2421,2421,Santarpio's Cafe Inc.
2422,2422,Santo Domingo Restaurant
2423,2423,Santouka
2424,2424,Sapient Corp. Aramark Coffee Bar
2425,2425,Sarafina
2426,2426,Saratoga Convenience
2427,2427,Saturday Afternoon/Ramrod
2428,2428,Saus Boston
2429,2429,Save-A-Lot
2430,2430,Savenor's Market
2431,2431,Savin Bar And Kitchen
2432,2432,Savory Food Truck No.  3 (P-33-235)
2433,2433,Savory Truck
2434,2434,Savvor Restaurant & Lounge
2435,2435,Say Pao De Queijo
2436,2436,SBARRO RESTAURANT TRMNL E
2437,2437,Scali Deli Cafe
2438,2438,Scampo
2439,2439,Scholars Restaurant
2440,2440,Schraffts Center Cafe
2441,2441,Scopa
2442,2442,Scorpion Bar Seaport Square
2443,2443,SEAPOINT RESTAURANT
2444,2444,SEAPORT ELITE I I
2445,2445,Seaport Hotel
2446,2446,Seaport Wine & Spirit
2447,2447,Second Cup Coffee Co.
2448,2448,Seiyo
2449,2449,Select Oyster Bar
2450,2450,Seoul Soulongtang
2451,2451,Seoul Tteokbokki
2452,2452,Serafina Boston
2453,2453,Seven's Ale House
2454,2454,Shabu Maru
2455,2455,Shabu-Zen
2456,2456,Shake Shack
2457,2457,Shaking Crab
2458,2458,Shaking Seafood
2459,2459,SHALOH HOUSE
2460,2460,SHANGHAI GATEWAY RESTAURANT
2461,2461,Shannon's Tavern Inc
2462,2462,Shanti Boston
2463,2463,Shawarma Falafel
2464,2464,Shaw's Supermarket No. 3577
2465,2465,Shaw's Supermarket No. 604
2466,2466,Shaw's Supermarkets No. 1208
2467,2467,Shaw's Supermarkets No. 2579
2468,2468,Shaw's Supermarkets No. 602
2469,2469,SHEA'S TAVERN
2470,2470,Shed BBQ
2471,2471,Sheesha Lounge
2472,2472,SHENANAGANS BAR
2473,2473,SHERATON BOSTON (APROPOS/R.S./CAFE)
2474,2474,SHERATON BOSTON (SIDE BAR)
2475,2475,Shin Hakata Ramen
2476,2476,Shing Hong Trading  Inc.
2477,2477,Shippy Liquor and Wines
2478,2478,Shishkaberrys
2479,2479,Shojo
2480,2480,Shojo (Space No. CB2-A11/35)
2481,2481,Shore Leave
2482,2482,Shour Yi Hong Corp.
2483,2483,Showa Womens Institution
2484,2484,Showplace Icon
2485,2485,SHRINERS' HOSP. FOR CHILDREN
2486,2486,Shubert Theater Centerplate
2487,2487,Shuck Truck LLC
2488,2488,Shun's Kitchen
2489,2489,Siam Bistro
2490,2490,Side Bar Food & Spirits
2491,2491,SIDEWALK CAFE
2492,2492,SID'S SMOKE SHOP
2493,2493,Siena Farms South End
2494,2494,Silhouette Lounge Inc
2495,2495,Silk Road Express
2496,2496,Silver Slipper
2497,2497,Silvio O. Conte Forum East Roof 2A
2498,2498,Silvio O. Conte Forum East Roof 2B
2499,2499,Silvio O. Conte Forum East Roof 2C
2500,2500,Silvio O. Conte Forum East Roof 2D
2501,2501,Silvio O. Conte Forum East Roof 3A
2502,2502,Silvio O. Conte Forum East Roof 3B
2503,2503,Silvio O. Conte Forum Yawkey 4th Fl.
2504,2504,SIMCO'S INC.
2505,2505,SIMCO'S RESTAURANT
2506,2506,Simmons College-Bartol
2507,2507,Simmons College-Meyers Cafe
2508,2508,SIMMONS COLLEGE-THE FENS
2509,2509,Simons IMAX Theater
2510,2510,Simple Sips
2511,2511,Simpli Bar & Bites
2512,2512,SINGH'S ROTI SHOP
2513,2513,SIP
2514,2514,Sip Wine Bar & Kitchen
2515,2515,SISSY K'S
2516,2516,Sixth Gear Cask & Kitchen
2517,2517,Sk Convenience
2518,2518,SKB FOOD STORE
2519,2519,Slate
2520,2520,Slo Poke
2521,2521,Slush King
2522,2522,Smith & Wollensky Atlantic Wharf
2523,2523,Smoke Shop & Variety
2524,2524,Smoke Shop BBQ
2525,2525,Smokey Slushes
2526,2526,Social Register
2527,2527,Society On High
2528,2528,Sodexo @ Bloomberg Boston Pantry
2529,2529,SODEXO @ CABOT CORP.
2530,2530,SODEXO @ FOLEY  HOAG & ELIOT
2531,2531,Sodexo @ Genzyme Allston
2532,2532,Sodexo @ The Club Trmnl E
2533,2533,Sodexo @ The Lounge Trmnl C
2534,2534,SODEXO @ UMASS JAZZMAN
2535,2535,SODEXO @STATE ST. FINANCIAL-EX. DINING
2536,2536,Sodexo FRESHII @ BIDMC
2537,2537,SODEXO U MASS FACULTY CLUB
2538,2538,SODEXO U MASS FOOD COURT
2539,2539,SODEXO Wheelock College Dining Room 2nd Fl.
2540,2540,SODEXO Wheelock College Longfellow Cafe 1st Fl.
2541,2541,SODEXO/JAZZMAN
2542,2542,Sofia Italian Steakhouse
2543,2543,Sojuba
2544,2544,Sol Azteca
2545,2545,Soleil Restaurant
2546,2546,Solid Ground Cafe
2547,2547,Somerset Cafe
2548,2548,Somerset Club
2549,2549,Somtum Modern Thai Cuisine
2550,2550,Sons of Boston
2551,2551,SONSIE
2552,2552,SOPHIA'S GROTTO
2553,2553,Sorelle
2554,2554,Sorelle Cafe
2555,2555,SORELLE CITY SQUARE
2556,2556,SORELLINA RESTAURANT
2557,2557,Soup Shack
2558,2558,SOUPER BOWL
2559,2559,SOUTH BOSTON CHINESE
2560,2560,South Boston Market
2561,2561,SOUTH BOSTON YACHT CLUB
2562,2562,South End Buttery(314 Shawmut Ave.)
2563,2563,South End Formaggio
2564,2564,South End Pita
2565,2565,South of the Clouds
2566,2566,South St. Diner
2567,2567,SOUTHERN BAPTIST CHURCH
2568,2568,Southern Proper
2569,2569,Spagnoulos
2570,2570,SPANGLER STUDENT CENTER
2571,2571,Spangler Student Center Coffee Bar
2572,2572,Spaulding Rehabilitation Hospital
2573,2573,Speedway No. 2430
2574,2574,Speedway No. 2493
2575,2575,SPEEDY CHEN'S CHINESE RESTAURANT
2576,2576,Spicy World
2577,2577,SPINELLI RAVIOLI & PASTRY SHOP
2578,2578,Spirit of Boston
2579,2579,Sportello
2580,2580,SPORTS CONNECTION BAR & GRILL
2581,2581,Sports Grille
2582,2582,SPORTSMEN'S TENNIS & ENRICHMENT CENTER
2583,2583,Spring House
2584,2584,Spring Shabu-Shabu
2585,2585,Sprinkle's Ice Cream
2586,2586,SPUKIES PIZZA RESTAURANT
2587,2587,Spyce
2588,2588,SQUEALING PIG
2589,2589,Squeeze Juice Company
2590,2590,SRV
2591,2591,St Botolph Club Inc
2592,2592,St Peter Market
2593,2593,St. Elizabeth's Medical Center
2594,2594,St. George Orthodox Church
2595,2595,St. Mary's Ctr. for Women & Children
2596,2596,STALEX RESTAURANT
2597,2597,Stand 405
2598,2598,Stand 406
2599,2599,Stand 407
2600,2600,Stand 408
2601,2601,Stand 418
2602,2602,Stand 420
2603,2603,Stand 489
2604,2604,Stand 707
2605,2605,Stand 711
2606,2606,Stand 713
2607,2607,Stand 725
2608,2608,Stand 727
2609,2609,Stand 730
2610,2610,Stand No.  722
2611,2611,Stand No.  724
2612,2612,Stand No. 301
2613,2613,Stand No. 401
2614,2614,Stand No. 403
2615,2615,Stand No. 409
2616,2616,Stand No. 410
2617,2617,Stand No. 412
2618,2618,Stand No. 414
2619,2619,Stand No. 415
2620,2620,Stand No. 416
2621,2621,Stand No. 417
2622,2622,Stand No. 419
2623,2623,Stand No. 421
2624,2624,Stand No. 518
2625,2625,Stand No. 520
2626,2626,Stand No. 521
2627,2627,Stand No. 702
2628,2628,Stand No. 705
2629,2629,Stand No. 708
2630,2630,Stand No. 709
2631,2631,Stand No. 710
2632,2632,Stand No. 712
2633,2633,Stand No. 715
2634,2634,Stand No. 717
2635,2635,Stand No. 720
2636,2636,Stand No. 721
2637,2637,Stand No. 723
2638,2638,Stand No. 728
2639,2639,Stapleton Floral
2640,2640,Star Market Company
2641,2641,Star Market No. 3588
2642,2642,Star Market No. 4572
2643,2643,Star Market No. 4587
2644,2644,Star Markets No. 2576
2645,2645,Starbucks
2646,2646,Starbucks - BB2-L29
2647,2647,Starbucks Coffee
2648,2648,Starbucks Coffee (Rowes Whart)
2649,2649,Starbucks Coffee Co.
2650,2650,Starbucks Coffee Co. No. 7808
2651,2651,Starbucks Coffee Co. No. 872
2652,2652,Starbucks Coffee Co. No. 875
2653,2653,Starbucks Coffee Company
2654,2654,STARBUCKS COFFEE INC.
2655,2655,STARBUCKS COFFEE KIOSK
2656,2656,Starbucks Coffee No.  10599
2657,2657,STARBUCKS COFFEE No.  7201
2658,2658,Starbucks Coffee No.  7224
2659,2659,Starbucks Coffee No.  7234
2660,2660,Starbucks Coffee No.  7531
2661,2661,Starbucks Coffee No.  7535
2662,2662,Starbucks Coffee No.  7544
2663,2663,Starbucks Coffee No.  7564
2664,2664,Starbucks Coffee No.  7652
2665,2665,Starbucks Coffee No.  7804
2666,2666,Starbucks Coffee No.  7805
2667,2667,STARBUCKS COFFEE No.  7823
2668,2668,Starbucks Coffee No.  801
2669,2669,Starbucks Coffee No.  822
2670,2670,Starbucks Coffee No.  830
2671,2671,STARBUCKS COFFEE No.  864
2672,2672,Starbucks Coffee No.  869
2673,2673,STARBUCKS COFFEE No.  870
2674,2674,Starbucks Coffee No.  883
2675,2675,Starbucks Coffee No. 22253
2676,2676,Starbucks Coffee No. 22566
2677,2677,Starbucks Coffee No. 50497
2678,2678,Starbucks Coffee No. 54759
2679,2679,Starbucks Coffee No. 7550
2680,2680,Starbucks Coffee No. 9463
2681,2681,Starbucks Coffee(E-FC)
2682,2682,Starbucks Coffee/Transportation Bldg.
2683,2683,Starbucks Store 17551
2684,2684,Starbucks@Boston Childrens(Sodexo)
2685,2685,Stardust
2686,2686,STASH'S PIZZA
2687,2687,STASH'S ROSLINDALE
2688,2688,State Room
2689,2689,STATE ST/FINANCIAL CENTER(CAFETERIA)
2690,2690,State Street Express @MBTA State St. Line
2691,2691,State Street Provisions
2692,2692,State Street Sushi
2693,2693,Station Grocery
2694,2694,Stats Bar & Grille
2695,2695,STEFANO'S PIZZA
2696,2696,STELLA
2697,2697,STEPHANIE'S
2698,2698,Stephi's On Tremont
2699,2699,Sterlings
2700,2700,Steve & Kates Camp @ Winsor Sch.
2701,2701,STEVE'S KITCHEN
2702,2702,Stillwater
2703,2703,Stockyard
2704,2704,Stoddard's Fine Food & Ale
2705,2705,Stoked Pizza Truck
2706,2706,Stoke's BBQ
2707,2707,Stony Brook Wines & Spirits
2708,2708,Stop & Shop  No. 053
2709,2709,Stop & Shop No. 412
2710,2710,Stop & Shop No. 413
2711,2711,Stop & Shop Supermarket No. 004
2712,2712,Stop & Shop Supermarket No. 075
2713,2713,Stop & Shop/Dunkin Donuts No. 18
2714,2714,Stop and Taste Pizza Grill
2715,2715,Stop N Save Shell
2716,2716,Storyville
2717,2717,Strand  A Walgreens Pharmacy No. 13806
2718,2718,Street 55
2719,2719,Street Food Revolution
2720,2720,STREGA
2721,2721,Strega Waterfront
2722,2722,Strip by Strega
2723,2723,Style Cafe
2724,2724,Su Su Gourmet
2725,2725,Subway & Auntie Anne's
2726,2726,Subway (138 Cambridge St.)
2727,2727,SUFFOLK UNIV. SOMERSET CAFE
2728,2728,SUFFOLK UNIVERSITY CAFE
2729,2729,Suffolk University Law School
2730,2730,Sufra
2731,2731,SUGAR BOWL
2732,2732,SUISHAYA RESTAURANT
2733,2733,Sullivan's
2734,2734,Sullivan's Pharmacy
2735,2735,Sullivan's Tap
2736,2736,SULLY'S PUB
2737,2737,Sulmona Meat Market
2738,2738,sultana's bakery & cafe
2739,2739,SUN PIZZA
2740,2740,SUN PIZZA.
2741,2741,Sunny Cafe
2742,2742,Sunrise Market
2743,2743,SUNRISE RESTAURANT
2744,2744,Super Dollar
2745,2745,Super Family Mart
2746,2746,Super Ortiz Convenience
2747,2747,Super Stop & Shop
2748,2748,SUPER STOP & SHOP No. 459
2749,2749,Super Stop & Shop No. 89
2750,2750,Supreme Pizza
2751,2751,SUSAN BAILIS ASSISTED LIVING
2752,2752,SUSAN'S DELI OF COURSE
2753,2753,SUSHI BY JAY
2754,2754,Sushi By Jay @ Stop & Shop
2755,2755,Sushi Factory
2756,2756,Sushi Kappo
2757,2757,SUSHI TIME
2758,2758,Sushi Today
2759,2759,Suya Joint
2760,2760,Sweet & Nasty
2761,2761,Sweet Bubble
2762,2762,Sweet Cheeks
2763,2763,Sweet Cheeks/Fool's Errand
2764,2764,Sweet Kingdom
2765,2765,Sweet Life Bakery and Cafe
2766,2766,Sweet Rice
2767,2767,Sweet Sip
2768,2768,Sweet Street Gelato
2769,2769,Sweet Tomatoes Pizza
2770,2770,Sweet Waffles & Boba
2771,2771,Sweetgreen
2772,2772,Swissbakers
2773,2773,SYMPHONY SUSHI
2774,2774,Syrian Grocery Import Co.  Inc.
2775,2775,T D Garden Banner Restaurant
2776,2776,T D Garden Executive Suites Kitchen
2777,2777,T D Garden Legends Club
2778,2778,T D Garden Premium Club
2779,2779,Taco Bell No.  29265
2780,2780,TACO MEX
2781,2781,Taco Party
2782,2782,TACOMANIA RESTAURANT
2783,2783,Tacos Don Beto
2784,2784,Taiyaki NYC
2785,2785,Taj Mahal Cuisine
2786,2786,TALK AND WOK CAFE
2787,2787,Tandoor & Curry on Wheels
2788,2788,TANGIERINO
2789,2789,Tapestry
2790,2790,Taqueria
2791,2791,TAQUERIA EL CARRIZAL
2792,2792,TAQUERIA JALISCO
2793,2793,TARANTA
2794,2794,Tarboosh Pizza & Grill
2795,2795,Target No. 2822
2796,2796,Target Store T-1898
2797,2797,Target Store T-3223
2798,2798,Taste of Eden
2799,2799,TASTE OF INDIA
2800,2800,Taste Winebar & Cafe
2801,2801,Tasty BBQ
2802,2802,Tasty Burger
2803,2803,Tasty Burger Back Bay
2804,2804,Tasty Pot
2805,2805,Tasty Thai
2806,2806,Tatte Bakery & Cafe
2807,2807,Tavern At End Of The World
2808,2808,Tavern Club
2809,2809,Tavern In The Square
2810,2810,Tavern In The Square Restaurant (North Station)
2811,2811,Tavern In The Square Restaurant (So. Station)
2812,2812,TAVITAS SOUTH STATION
2813,2813,Tavolo
2814,2814,Tawakal Halal Cafe
2815,2815,Taxipool Cafeteria
2816,2816,TB12 Performance & Recovery Center
2817,2817,TBaar
2818,2818,Tea Do/ Ice Age
2819,2819,Tea Forte
2820,2820,Tea Moji
2821,2821,Tea Station
2822,2822,TEATRO
2823,2823,Telegraph Hill
2824,2824,Temazcal Cantina
2825,2825,TEN TABLES
2826,2826,Tender Greens
2827,2827,Tenoch Mexican
2828,2828,Tenoch Mexican Food
2829,2829,Teriyaki House
2830,2830,Teri-Yummy
2831,2831,Teri-Yummy No. 2
2832,2832,Terra Restaurant
2833,2833,Terrace Cafe
2834,2834,TERRAMIA RISTORANTE
2835,2835,Test Kitchen
2836,2836,Teuscher Chocolates
2837,2837,Tezcanlar  Inc
2838,2838,TGI Fridays
2839,2839,THAI ACCENT
2840,2840,THAI BASIL
2841,2841,THAI DISH RESTAURANT
2842,2842,Thai North Restaurant
2843,2843,Thaitation
2844,2844,The Alley Bar
2845,2845,The Atrium Cafe@Brigham & Womens Faulkner Hosp.
2846,2846,The Avenue Bar & Grill
2847,2847,The Backstage Cafe @Emerson
2848,2848,The Bacon Truck
2849,2849,The Bacon Truck No. 2
2850,2850,THE BANSHEE
2851,2851,THE BARKING CRAB
2852,2852,THE BASEBALL TAVERN
2853,2853,The Baupost Group/Cafe Services
2854,2854,The Bebop
2855,2855,The Beehive
2856,2856,THE BELVEDERE CONDOMINIUM
2857,2857,The Berry Twist
2858,2858,The Best Little Restaurant
2859,2859,The Best Sausage Co.  Inc.
2860,2860,The Bite
2861,2861,THE BLARNEY STONE
2862,2862,The Block
2863,2863,THE BOSTON ICE CREAM FACTORY
2864,2864,The Bostonian Boston - A Millennium Hotel
2865,2865,The Bowery
2866,2866,The Boxer dba Finch
2867,2867,The Brahmin
2868,2868,THE BREAKFAST CLUB
2869,2869,The Broadway Restaurant
2870,2870,The Bullpen
2871,2871,The Butcher Shop
2872,2872,THE CAFE ON NEW CHARDON ST.
2873,2873,THE CATERED AFFAIR @ BOS. PUBLIC LIBRARY(T.O.)
2874,2874,The Causeway
2875,2875,THE CHARLES PLAYHOUSE
2876,2876,The Cheesecake Factory
2877,2877,The Circle Pizza
2878,2878,The Cookie Monstah
2879,2879,The Cookie Monstah No. 2 Party Monstah
2880,2880,The Cookie Monstah No. 3 Greenway Monstah
2881,2881,The Cookie Monstah No. 4 Lil' Monstah
2882,2882,The Cookie Monstah No. 5 Social Monstah
2883,2883,The Corner Pub of Chinatown
2884,2884,The Corner Restaurant
2885,2885,THE CORNER STORE OF BHA
2886,2886,The Corner Tavern
2887,2887,The Delux Cafe
2888,2888,The Dining Car No. 2
2889,2889,the dorset
2890,2890,The Draft Bar & Grill
2891,2891,THE ELEPHANT WALK
2892,2892,The Fairmount Grille
2893,2893,The Farmacy Cafe
2894,2894,THE FIELD HOUSE
2895,2895,The Fourth Wall
2896,2896,The Friendly Toast
2897,2897,The Frogmore
2898,2898,The Gallery Restaurant
2899,2899,THE GALLEY DINER
2900,2900,The Gallows
2901,2901,The Gate Bar & Restaurant
2902,2902,The Gift Shop @ ISBCC
2903,2903,The Ginger Man
2904,2904,The Glenville Stops
2905,2905,The Godfrey Hotel Boston
2906,2906,THE GOOD LIFE
2907,2907,THE GRYPHON HOUSE
2908,2908,The Halal Guys
2909,2909,THE HARP
2910,2910,The Haven
2911,2911,The Hawthorne
2912,2912,THE HILL TAVERN
2913,2913,The Hopewell Bar & Kitchen
2914,2914,The Hub
2915,2915,THE HUB PUB
2916,2916,The Ice Creamsmith
2917,2917,THE IMPROV ASYLUM
2918,2918,The Industry
2919,2919,The Inn @ St. Botolph
2920,2920,The Juice Box
2921,2921,The Juicery
2922,2922,THE JUNCTION
2923,2923,THE KINSALE IRISH PUB & REST.
2924,2924,The Kitchen Cafe
2925,2925,The Landing
2926,2926,The Lansdowne
2927,2927,THE LAST DROP
2928,2928,The Liberty Hotel
2929,2929,The Lounge
2930,2930,THE LOWER DEPTHS
2931,2931,THE MASTER MCGRATH
2932,2932,The Merchant
2933,2933,The Oceanaire Seafood Room
2934,2934,The Old Havana
2935,2935,The Olive Garden Italian Restaurant No.  1674
2936,2936,The Oyster Club
2937,2937,The Paint Bar
2938,2938,The Paramount
2939,2939,The Paramount Cafe @Emerson
2940,2940,The Playwright
2941,2941,THE POINT
2942,2942,The Porter Cafe
2943,2943,The Pot Bar
2944,2944,The Pour House
2945,2945,The Q
2946,2946,The Quietfew
2947,2947,The Real Deal
2948,2948,The Reserve
2949,2949,The Restaurant @ Boston Athletic Club
2950,2950,THE SALTY DOG
2951,2951,The Skating Club of Boston
2952,2952,The Spaht
2953,2953,The Square Root
2954,2954,THE TAM
2955,2955,The Tavern At The End Of The World
2956,2956,The Terrace Coffee Bar
2957,2957,The Trophy Room
2958,2958,The Turf Club
2959,2959,THE UNION LOUNGE
2960,2960,THE UNITED CLUB
2961,2961,The Upper Crust
2962,2962,The West Ender
2963,2963,The Westin Boston Waterfront
2964,2964,The Westin Boston Waterfront/Starbucks
2965,2965,The Westland
2966,2966,The Wheelhouse
2967,2967,The White Bull
2968,2968,The Wild Duck
2969,2969,The Wild Duck Wine & Spirits
2970,2970,The Wild Rover Tavern
2971,2971,The Wine Press
2972,2972,The Wright Grill @ Geo. Wright Golf Course
2973,2973,THEO'S COZY CORNER RESTAURANT
2974,2974,THINGS WILD GIFT SHOP
2975,2975,Thinking Cup
2976,2976,Thinking Cup L L C
2977,2977,Thinking Cup Newbury
2978,2978,Thirst Juice Co.
2979,2979,Thompson Island Outward Bound
2980,2980,Thorntons Fenway Grille
2981,2981,Thornton's Restaurant
2982,2982,Three Fins Coffee Roasters
2983,2983,Tianjin Bun House
2984,2984,TIA'S WATERFRONT
2985,2985,TICO
2986,2986,Tienda Y Taqueria San Antonio
2987,2987,Tiger Mama
2988,2988,Tiki Rock/Oisa
2989,2989,Tikkaway Grill
2990,2990,Tikki Masala Indian Restaurant
2991,2991,Time Out Market (Boston) Bar 1
2992,2992,Time Out Market (Boston) Bar 2
2993,2993,Tin Tin Buffet
2994,2994,Tip Tap Room
2995,2995,Tipsy's Beer & Wine
2996,2996,Toasted Flats
2997,2997,Tom English Bar
2998,2998,Tom English Cottage
2999,2999,Tony & Elaine's
3000,3000,Tony C's Sports Bar & Grill
3001,3001,TONY'S
3002,3002,Tony's Place
3003,3003,Top Griyo
3004,3004,Top Groceries
3005,3005,Top Mix Bar & Kitchen
3006,3006,Top of The Hill
3007,3007,Top Of The Hub
3008,3008,TOPASIO RESTAURANT
3009,3009,Tora Japanese Restaurant
3010,3010,TORO
3011,3011,Tostado
3012,3012,Tostado LLC
3013,3013,Totto Ramen
3014,3014,TOUCHIE'S SHAMROCK PUB
3015,3015,Trade
3016,3016,Trade By Jody Adams
3017,3017,TRADER JOE'S No. 510
3018,3018,Trader Joe's No. 561
3019,3019,Tradesman
3020,3020,Trattoria IL Panino
3021,3021,Travel & Leisure No. 1936
3022,3022,Travel Traders
3023,3023,Travel Traders No.  3020
3024,3024,TRAVEL TRADERS No. 189
3025,3025,Travel Traders No. 3052@Sheraton Boston Hotel
3026,3026,Travel Traders No. 3103
3027,3027,TREMONT CAFETERIA
3028,3028,TREMONT HOUSE OF PIZZA
3029,3029,Tremonte Restaurant
3030,3030,Tres Gatos Cafe
3031,3031,TRESCA
3032,3032,Tri Seafood Restaurant
3033,3033,Triangle Coffee
3034,3034,Triangle Point Market
3035,3035,TRIDENT BOOKSELLERS AND CAFE
3036,3036,Trillium at Farnsworth
3037,3037,Trio Cafe
3038,3038,Triple Eatery
3039,3039,Tropic Food Market
3040,3040,Tropical Food Mart
3041,3041,Tropical Foods International
3042,3042,TROPICAL ISLAND RESTAURANT
3043,3043,Troquet On South
3044,3044,T'S PUB
3045,3045,Tsushi Inc.
3046,3046,TTOR Mobile Market
3047,3047,Tu Metapan Restaurant
3048,3048,Tully Tavern/Grandstand Bar
3049,3049,Tunnel
3050,3050,TURKUAZ MARKET
3051,3051,Turtle Swamp Brewing
3052,3052,Tuscan Kitchen
3053,3053,Tutti Frutti
3054,3054,Twelve Bens
3055,3055,Twelve Hours
3056,3056,TWIN DONUTS
3057,3057,Twin Dragon Seafood
3058,3058,Two Brothers Market
3059,3059,Two Saints Tavern
3060,3060,Typhoon Restaurant
3061,3061,Uburger
3062,3062,UD Kitchen
3063,3063,Ueno Sushi
3064,3064,Ugi's Pizza
3065,3065,UGIS SUBS
3066,3066,Ula Cafe`
3067,3067,Umai Japanese Restaurant
3068,3068,UMass Boston Dining Commons
3069,3069,UMass Club
3070,3070,Unchained Pizza
3071,3071,UNI
3072,3072,Unidine Cafe @ RSM
3073,3073,Unidine Cafe Coffee Bar
3074,3074,Unidine Corporation 1st. Fl.
3075,3075,Union Club of Boston
3076,3076,UNION OYSTER HOUSE
3077,3077,Union Park Pizza
3078,3078,Union Square Donuts
3079,3079,UNITED HOUSE OF PRAYER FOR ALL PEOPLE
