ID,businessname,legalowner,LicenseFK
7178,B.P.O.E. OF THE UNITED STATES OF AMERICA INC.,BOSTON LODGE OF ELKS #10,7178
7179,B.T.U.H.W.F. SERVICE CORPORATION,BOSTON TEACHER'S UNION,7179
7180,"BABBO ENOTECA FP, LLC",BABBO PIZZERIA E ENOTECA,7180
7181,"BACK BAY BEATS, LLC",NULL,7181
7182,"BADOINKAS, LLC",THE COMMON GROUND,7182
7183,Baird Hospitality LLC,THE BLACKSTONE GRILL,7183
7184,BAKED DAILY CORPORATION,PANIFICIO,7184
7185,"BALLARIN, INC..",HUNGRY I,7185
7186,BALLDON PROP 1 LLC,THE BRIAR ROSE,7186
7187,BALTARY CORP.,CLOCK TAVERN,7187
7188,"BAMBOO, INC.",BAMBOO,7188
7189,"BANGEL GROUPS, INC.",Sbarro,7189
7190,"BANGEL GROUPS, INC.",SBARRO,7190
7191,BANGKOK CITY CORPORATION,BANGKOK CITY,7191
7192,"BANGKOK HUT, INC.",MONTEIN RESTAURANT,7192
7193,"BARCELONA SOUTH END, LLC",BARCELONA,7193
7194,"BARRACUDA TAVERN, INC.",BARRACUDA TAVERN,7194
7195,"BARRY'S CORNER PROPERTY, LLC",NULL,7195
7196,"BASEBALL TAVERN, INC.",BASEBALL TAVERN,7196
7197,BASHO FENWAY VENTURES LLC,BASHO JAPANESE RESTAURANT & LOUNGE,7197
7198,"BATTERY PARK LOUNGE AND RESTAURANT GROUP, LLC",BATTERY PARK BAR & LOUNGE,7198
7199,"BAYSIDE CLUB HOTEL, LLC",CLUB HOTEL BY DOUBLETREE,7199
7200,"BB KITCHEN, INC.",ZUMA'S TEX MEX GRILL,7200
7201,"BB SOCIAL CLUB, LLC",BACK BAY SOCIAL CLUB,7201
7202,"BBRG NEWBURY TR, LLC",JOE'S AMERICAN BAR & GRILL,7202
7203,"BBRG TR, LLC",ABE & LOUIE'S,7203
7204,"BBRG TR, LLC",ATLANTIC FISH COMPANY,7204
7205,"BBRG WATERFRONT TR, LLC",JOE'S AMERICAN BAR & GRILL,7205
7206,"BEACON FINE DINING, INC.",HARVARD GARDENS,7206
7207,"BEACON HILL HOSPITALITY GROUP, INC.",BIN 26 ENOTECA,7207
7208,BEANTOWN BURGER COMPANY,BOSTON BURGER COMPANY,7208
7209,BEAU GESTE XXV LLC,DOUBLETREE GUEST SUITES,7209
7210,Beautiful Rose Corp.,STREGA WATERFRONT,7210
7211,"BEDFORD DINING, INC.",WHITE HORSE TAVERN,7211
7212,Bella Arianna LLC,Bel Ari Italian Modern,7212
7213,"BELLA LUNA RESTAURANT, INC.",BELLA LUNA REST/MILKY WAY LOUNGE & LANES,7213
7214,BEMA Restaurant Corporation,PATRON'S MEXICAN KITCHEN,7214
7215,"Bento Express, Inc.",FIN'S SUSHI & GRILL,7215
7216,BERKELEY PLACE RESTAURANT LIMITED PARTNERSHIP,GRILLE 23 RESTAURANT & BAR,7216
7217,"BERKELEY-CHANDLER, INC.",CHANDLER INN/TROPHY ROOM,7217
7218,BERTUCCI'S  RESTAURANT CORP.,BERTUCCI'S BRICK OVEN RISTORANTE,7218
7219,BERTUCCI'S RESTAURANT CORP.,BERTUCCI'S BRICK OVEN RISTORANTE,7219
7220,BERTUCCI'S RESTAURANT CORP.,BERTUCCI'S BRICK OVEN RISTORANTE,7220
7221,BERTUCCI'S RESTAURANT CORP.,BERTUCCI'S BRICK OVEN RISTORANTE,7221
7222,"BFAM, INC.",LA LA ROKH,7222
7223,BHC CORPORATION GENERAL PARTNER,CLUB CAF,7223
7224,"BHR OPERATIONS, L.L.C.",WYNDHAM BOSTON BEACON HILL,7224
7225,BIC Burgers Commonwealth LLC,Burger Fi,7225
7226,"BIC BURGERS SPRING STREET, LLC",BURGER FI,7226
7227,"BIG BAD DOG, LLC",VITO'S BURRITOS,7227
7228,"BIG HOUSE FINE DINING, LLC",SCAMPO & ALIBI,7228
7229,"BIG NIGHT VENUES BOSTON 1, LLC",RED LANTERN,7229
7230,"BIG NIGHT VENUES BOSTON 2, LLC",EMPIRE,7230
7231,BIG NIGHT VENUES BOSTON 3 LLC,GEM,7231
7232,"BIG TIME BOSTON FOOD, INC.",Estragon,7232
7233,"BITTON, LLC",CAFETERIA,7233
7234,"BK & PF, LLC",THE NORTH STAR,7234
7235,"BKW PARTNERS, INC.",CONOR LARKIN'S,7235
7236,"BL RESTAURANT OPERATIONS, LLC",BAR LOUIE TAVERN AND GRILL,7236
7237,"BLEACHER BAR, LLC",BLEACHER BAR,7237
7238,"BLIFIA ASSOCIATES, LLC",TERANGA,7238
7239,"BNV 4, INC.",FORUM,7239
7240,Bobby Charlton LLC,Crossroad Irish Pub,7240
7241,"BOMBOLOTTI, INC.",NULL,7241
7242,"BONCHON ALLSTON, LLC",NULL,7242
7243,BOSTON & MAINE FISH COMPANY,BOSTON & MAINE FISH COMPANY,7243
7244,"BOSTON 1927 LESSEE, INC.",BOSTON PARK PLAZA HOTEL & TOWERS,7244
7245,"BOSTON ATHLETIC CLUB, INC.",BOSTON ATHELETIC CLUB,7245
7246,BOSTON BALLROOM CORPORATION,ROYALE,7246
7247,"BOSTON BEVERAGES SERVICES, INC.",BATTERY WHARF HOTEL BOSTON WATERFRONT,7247
7248,"BOSTON CULINARY GROUP, INC.",BOSTON OPERA HOUSE,7248
7249,"BOSTON CULINARY GROUP, INC.",CENTERPLATE,7249
7250,"BOSTON CULINARY GROUP, INC.",SUFFOLK DOWNS,7250
7251,"BOSTON CULINARY GROUP, INC.",THE ORPHEUM THEATRE,7251
7252,"BOSTON FOOD CONCEPTS, LLC",HARPOON TAP ROOM,7252
7253,"BOSTON FOUR WINDS, INC.",FOUR WINDS SEAFOOD-GRILL,7253
7254,"Boston Harbor Distillery, LLC",NULL,7254
7255,"BOSTON METROPOLITAN POST NO. 1 AMVETS, INC.",NULL,7255
7256,"BOSTON NIGHT LIFE VENTURES, INC.",THE TAP,7256
7257,BOSTON PALM CORPORATION,BOSTON PALM,7257
7258,Boston Pubs LLC,THE GINGER MAN,7258
7259,"BOSTON SPEAKEASY, INC.",THE HOPEWELL BAR & KITCHEN,7259
7260,"BOSTON STREET, INC.",BOSTON STREET,7260
7261,"BOSTON SYMPHONY ORCHESTRA, INC.",SYMPHONY HALL,7261
7262,"BOSTON TAVERN COMPANY, INC.",SCOFFLAW,7262
7263,"BOSTON TEA PARTY SHIP, INC",BOSTON TEA PARTY SHIPS & MUSEUM,7263
7264,"BOSTON URBAN HOSPITALITY, INC.",BOSTON CHOPS,7264
7265,BOSTONIAN HOTEL LIMITED PARTNERSHIP,The Bostonian Boston - A Millennium Hotel,7265
7266,"Boston's Best Seafood and BBQ,LLC",Il Panino Cafe and Grill,7266
7267,"BOSWORTH PLACE, INC.",BEANTOWN PUB,7267
7268,"BOYLSTON ENTERTAINMENT, INC.",THE ESTATE,7268
7269,"BOYLSTON STREET BAR & RESTAURANT GROUP, LLC",SWEET CAROLINE'S RESTAURANT & BAR,7269
7270,BPD POST #1018 VETERANS-FOREIGN WARS/USA,NULL,7270
7271,"BRAEMORE LOUNGE, INC.",CORNWALL'S,7271
7272,"BRANNELLY'S CAFE, INC.",J.J. BRANNELLY'S,7272
7273,"Bred Winner, LLC",Bred,7273
7274,"BREW MOON COLORADO, INC.",ROCK BOTTOM RESTAURANT & BREWERY,7274
7275,BRIGHTON MASS. LODGE #2199 OF THE BENEVOLENT &,PROTECTIVE ORDER OF ELKS,7275
7276,BRIGHTON R.I CORPORATION,DAYS HOTEL,7276
7277,BRJO MANAGEMENT CORP.,NULL,7277
7278,BROAD STREET ENTERTAINMENT LLC,SUSHI ROCK,7278
7279,"Broadway Restaurant, LLC",Loco Taqueria & Oyster Bar,7279
7280,"BROOK EGG FARM, INC.",LOCONTE'S,7280
7281,"BROUGHTON ENTERPRISES, INC.",THE MIDWAY CAF,7281
7282,"BUBOR CHA-CHA RESTAURANT, LLC",NULL,7282
7283,"BUCCELLATI, INC.",MAMA MARIA'S,7283
7284,"BUCCINO INVESTMENTS, LLC",GOOD LIFE,7284
7285,Buckminster Restaurant Group LLC,FENMORE AMERICAN BISTRO,7285
7286,"BUDGIE'S BOY'S, INC.",BIRCH STREET BISTRO,7286
7287,"BUILDING ASSOC. ST.MARKS POST #1758 V.F.W.,INC.",NULL,7287
7288,"BUILDING ASSOCIATION, OLD DORCHESTER POST #65",AMERICAN LEGION,7288
7289,BUK KYUNG CORP.,BUK KYUNG/REFUGE CAF,7289
7290,BUNKER HILL KNIGHTS OF COLUMBUS BUILDING ASSOCIATION,NULL,7290
7291,"BURN, INC.                      (COMMERCIAL UNIT C)",TREMONT 647/SISTER SOREL,7291
7292,BUTTERY CORPORATION,SOUTH END BUTTERY,7292
7293,"BVP, LLC",THE POINT,7293
7294,"C & H, INC.",BUS STOP PUB,7294
7295,"C & S TAVERN, INC.",SONNY WALKER'S,7295
7296,"C,T, M&W LLC",THAI DISH RESTAURANT,7296
7297,"C.O. RESTAURANT GROUP, LLC",VANDERBILT,7297
7298,"CACHI, LLC",LA CANCUN,7298
7299,"CAFE JAFFA, INC.",CAFE JAFFA,7299
7300,"CAFF DELLO SPORT, INC.",CAFFE DELLO SPORT,7300
7301,"CAFFE PARADISO, INC.",CAFFE PARADISO,7301
7302,"CAFFE VITTORIA, INC.",CAFFE VITTORIA,7302
7303,"CALAMARI COURT, INC.",THE DAILY CATCH,7303
7304,"CALAMARI FISHERIES, INC.",THE DAILY CATCH,7304
7305,"CALIFORNIA PIZZA KITCHEN,INC.",CALIFORNIA PIZZA KITCHEN,7305
7306,"CALLAN HOSPITALITY,INC.",THE LITTLEST BAR,7306
7307,"CALLEJAS, INC.",LA HACIENDA,7307
7308,"CANTONA, INC.",GLOBE,7308
7309,"CAPITAL GRILLE HOLDINGS, INC.",THE CAPITAL GRILLE,7309
7310,"CARDONA'S, INC.",BARNEY'S GRILL,7310
7311,"CARLO'S CUCINA ITALIANA, INC.",CARLO'S CUCINA ITALIANA,7311
7312,CARLOS GROUP LLC,ITTOKU,7312
7313,CARLOS MARTE,DELICIAS DOMINICANAS,7313
7314,"CARMAC, INC.",6B/Emmetts,7314
7315,"CARMEN CARTAGENA RIVERA, INDIVIDUAL",MONDONGUITO RESTAURANT,7315
7316,"CASWELL RESTAURANT GRUPPO, LLC",OAK + ROWAN,7316
7317,CECIL W. FOGG THOMAS J. ROBERTS POST #78,FOGG-ROBERTS POST,7317
7318,CENT' ANNI CORPORATION,VICTORIA'S DINER,7318
7319,"CENTER HOUSE OF PIZZA, INC.",ESPERIA GRILL & ROTISSERIE,7319
7320,CHARLESMARK HOTEL LLC,CHARLESMARK HOTEL,7320
7321,"CHARLIE REDD, INC.",REDD'S IN ROZZIE,7321
7322,"CHAU CHOW CITY, INC.",CHAU CHOW CITY,7322
7323,"CHAU CHOW III, LLC",CHAU CHOW,7323
7324,"CHEESINE, INC.",FROMAGE,7324
7325,CHELSEA CITY SQUARE CORP.,BLACKMOOR TAVERN,7325
7326,CHILTON CLUB,NULL,7326
7327,"CHIN FAMILY, LLC",CORNER PUB OF CHINATOWN,7327
7328,"CHLN, INC.",THE CHART HOUSE,7328
7329,CHSP TRS BOSTON II LLC,HYATT REGENCY BOSTON,7329
7330,"CHUCK'S CAF, INC.",THE PARAMOUNT,7330
7331,"CILL DARA, INC.",EUGENE O'NEILLS,7331
7332,"CITY ROADHOUSE, INC.",HARRY'S BAR AND GRILL,7332
7333,"CITY TAP HOUSE FORT POINT, LLC",CITY TAP HOUSE,7333
7334,"CJ WASHINGTON STREET, LLC",DOUBLETREE HOTEL-BOSTON,7334
7335,CLARENDON LIMITED PARTNER,SKIPJACK'S,7335
7336,"CLARENDON RESTAURANT, LLC",POST 390,7336
7337,"CLASSIC RESTAURANT CONCEPTS II, LLC",THE KINSALE IRISH PUB&RESTAURANT,7337
7338,CLOTILDE SPAGNUOLO IANDOLI,SPAGNUOLO CAF,7338
7339,"Clover Fast Food, Inc.",CLOVER FOOD LAB,7339
7340,"CLOVER VENTURES, LLC",BOSTONIA PUBLIC HOUSE,7340
7341,CM DIAMOND IMPORTERS LLC,NULL,7341
7342,"CMR PRIME, LLC",OCEAN PRIME,7342
7343,COBBAGE RESTAURANT CORP.,DINO'S,7343
7344,"COLONIAL TAVERN, INCORPORATED",JACQUES RESTAURANT,7344
7345,COLUMBUS CORPORATION,GIACOMO'S RESTAURANT,7345
7346,"COLUMBUS FISH AND OYSTER, LLC",OSTRA,7346
7347,COLUMBUS MANAGING CORP.,DELPHINO'S RESTAURANT,7347
7348,"COLUMBUS PARTNERS, INC.",CODA KITCHEN AND BAR,7348
7349,COMM 973 GROUP LLC,T'S PUB,7349
7350,"COMPASS GROUP USA, INC.",NULL,7350
7351,"CONCORDE ENTERTAINMENT, INC.",BILL'S BAR/THE LANSDOWNE PUB,7351
7352,"CONEY ISLAND BAR, INC.",CORRIB PUB,7352
7353,"CONGRESS FINE DINING, LLC",LUCKY'S,7353
7354,"CONTILLI'S, INC.",Eddie C's,7354
7355,"COPPERSMITH HALL, LLC",NULL,7355
7356,"CORNER CAFE, INC..",CORNER CAF,7356
7357,"CORREIA, INC.",CHIN'S BAR AND GRILL,7357
7358,"COSMOPOLITAN LOUNGE, INC.",COSMOPOLITAN LOUNGE,7358
7359,"COSTELLO'S TAVERN, INC.",COSTELLO'S TAVERN,7359
7360,COURTYARD MANAGEMENT CORPORATION,Courtyard Boston Downtown,7360
7361,Covered Bridge Group LLC,Townsman,7361
7362,"CPF COPLEY LESSEE, LLC",COPLEY SQUARE HOTEL,7362
7363,CR ENTERPRISES CORP.,CHARLES RESTAURANT,7363
7364,"CRAFT CAF, LLC",SIMPLI BAR & BITES,7364
7365,"CRAZY DOUGH BOYLSTON, LLC",CRAZY DOUGH'S PIZZA,7365
7366,"CREATIVE RESTAURANT CONCEPTS, INC.",WHISKY SAIGON,7366
7367,"CROKE PARK, INC.",CROKE PARK,7367
7368,"CRT FOOD & BEVERAGE, INC.",WHISKEY'S STEAKHOUSE & SALOON,7368
7369,CRUDO NORTH END LLC,CRUDO,7369
7370,"CUISINE DE ASIA, INC.",BILLY TSE RESTAURANT,7370
7371,"CUSINIERS, INC.",MASA RESTAURANT,7371
7372,CWB HOTEL LIMITED PARTNERSHIP,MANDARIN ORIENTAL HOTEL,7372
7373,"D & D HOSPITALITY, LLC","REPUBLIC, 11",7373
7374,D & G BROTHERS LLC,ICHIBAN YAKITORI SUSHI HOUSE,7374
7375,"D & NICKOTA ENTERPRISES, INC.",ECCO,7375
7376,"DA CROSSING, LLC",JM CURLEY,7376
7377,"DARRYLS'S CORNER BAR & KITCHEN, INC.",DARRYL'S BAR & KITCHEN,7377
7378,"DARTCOM, LLC",BAR LOLA,7378
7379,"DAVID N. MURRAY, INDIVIDUAL",THE GRAND CANAL,7379
7380,"DAWA MD, INC.",MYUNGDONG 1ST AVENUE,7380
7381,"DDC, LLC",TROQUET,7381
7382,DECIBEL ENTERPRISES LLC,dbar,7382
7383,"DeDANANN, INC.",ST. JAMES GATE,7383
7384,"DEEP ELLUM, INC.",DEEP ELLUM,7384
7385,"DEL FRISCO'S OF BOSTON, LLC",DEL FRISCO'S,7385
7386,"DELTA AIR LINES, INC.",Delta Sky Club,7386
7387,"DEUTERIO'S, INC.",GALLERIA UMBERTO,7387
7388,DEV CORP.,DEVLIN'S,7388
7389,"DFD RESTAURANT GROUP, LLC","RISTORANTE TOSCANO, INC.",7389
7390,"DIAMONDROCK BOSTON BROAD STREET TENANT, LLC",HILTON BOSTON DOWNTOWN/FANEUIL HALL,7390
7391,"DIAMONDROCK BOSTON TENANT, LLC",WESTIN BOSTON WATERFRONT,7391
7392,"DICK'S LAST RESORT OF BOSTON,LLC",DICK'S LAST RESORT,7392
7393,"DK ASSOCIATES, LLC",WORDEN HALL,7393
7394,"DLW DINE BOSTON, LLC",DINE BOSTON BAR & GRILLE,7394
7395,"DONAN, INC.",ARTU,7395
7396,"DONATO & GIANNI, LLC",Donato & Gianni,7396
7397,DONATO DONATO GIANNI LLC,LUCIA,7397
7398,"DONNA TEMPLE, LLC",STODDARD'S FINE FOOD AND ALE,7398
7399,DON'T LOOK BACK LESSEE,LIBERTY HOTEL,7399
7400,DORSET RESTAURANT GROUP LLC,K O'BRIENS KITCHEN & TAVERN,7400
7401,"DOT BOY, INC.",NULL,7401
7402,"DOT TAVERN, INC.",DOT TAVERN,7402
7403,"DRAM, LLC",THE CITIZEN,7403
7404,"DRYDOCK CAF, LLC",NULL,7404
7405,"DU FOURS, INC.",CASA ROMERO,7405
7406,DUARTE CORP.,TARANTA,7406
7407,"DUMPLING CAF, INC.",DUMPLING CAF,7407
7408,"DUMPLING GOURMET, INC.",DUMPLING HOUSE,7408
7409,"DUNBOY, INC.",MJ O'CONNOR'S IRISH PUB,7409
7410,"DUO WINES, INC.",Seiyo,7410
7411,"DURIAN CAFE, INC.",CHOW THAI CAF,7411
7412,E. R. ENTERPRISES,SAVVOR Restaurant & Lounge,7412
7413,E.P.E. CORPORATION,HALFTIME,7413
7414,"EAST BOSTON YACHT CLUB,INC.",NULL,7414
7415,"EATALY BOSTON, LLC",EATALY,7415
7416,EC RESTAURANTS (BOSTON) CORP.,ELEPHANT & CASTLE,7416
7417,"EFTSROT, LLC",GAGA SEAFOOD RESTAURANT,7417
7418,EIGHT REGIONS LLC,DA VINCI,7418
7419,"ELIOT HOTEL, INC.",ELIOT HOTEL,7419
7420,"EMANUEL ENTERPRISES, LLC",NULL,7420
7421,"EMERALD SOCIETY OF THE BPD, INC.",NULL,7421
7422,EMERSON COLLEGE,EMERSON COLLEGE,7422
7423,EMERSON COLLEGE,EMERSON COLLEGE,7423
7424,"EMMANUEL GROUP, INC.",OLIVEIRA'S RESTAURANT,7424
7425,"EMPIRE GARDEN RESTAURANT, LLC",EMPIRE GARDEN RESTAURANT,7425
7426,"ENDEVER HOSPITALITY GROUP, LLC",WAREHOUSE BAR & GRILL,7426
7427,"EQUATOR, INC.",EQUATOR,7427
7428,"EQUINOX SC BOSTON, INC.",blu,7428
7429,"ESHL, LLC",EASTERN STANDARD,7429
7430,"ESSENEX, INC.",WOODY'S GRILL AND TAP,7430
7431,"EWalk SE1, LLC",THE ELEPHANT WALK,7431
7432,"F&H, INC.",MI PUEBLITO RESTAURANT,7432
7433,"F.P. RESTAURANT, INC.",RESTAURANT BELLAVISTA,7433
7434,"F.S. POPS, LLC",THE KITCHEN,7434
7435,"FACILITY CONCESSION SERVICES, INC.",CHARLES PLAYHOUSE,7435
7436,"FACILITY CONCESSION SERVICES, INC.",THE COLONIAL THEATRE,7436
7437,"FACTOTUM TAP ROOM, INC.",THE PARISH CAF II,7437
7438,"Fairouz Restaurant, Inc.",NULL,7438
7439,"FAJITAS  & 'RITAS, INC.",FAJITAS & RITAS,7439
7440,"FARAI, INC.",ATHAN'S EUROPEAN BAKERY/CAF,7440
7441,"FARANDOLE, LLC",NULL,7441
7442,"FATHER'S NEW TAMWORTH CAFE, INC.",TAM,7442
7443,"FELCOR COPLEY PLAZA LEASING, L.L.C.",FAIRMONT COPLEY PLAZA HOTEL,7443
7444,"FFC, INC.",CANTINA ITALIANA,7444
7445,"FHM HOSPITALITY, INC.",ANTHEM,7445
7446,FINS SUSHI & GRILL,Fins Sushi & Grill,7446
7447,"FIRE IT UP STATE STREET,LLC",CRUSH PIZZA,7447
7448,"FIRST ATLAS LIONS, LLC",TANGIERINO,7448
7449,"FIRST BOSTON TEN PIN, INC.",Boston Bowl,7449
7450,"FIVE TWENTY TREMONT, INC.",EAGLE,7450
7451,"FJS, INC.",SANTARPIO,7451
7452,"FLAHERTY, INC.",THE CORNERSTONE,7452
7453,"FLAMES RESTAURANT II, INC.",FLAMES RESTAURANT,7453
7454,FLIK INTERNATIONAL CORP.,Aer Lingus,7454
7455,FLIK INTERNATIONAL CORP.,LUFTHANSA AIRLINES,7455
7456,FLORENTIA CORP.,NULL,7456
7457,"FLORENTINE CAFE, INC.",FLORENTINE CAF,7457
7458,FOGO DE CHAO CHURRASCARIA(BOSTON)LLC,FOGO DE CHAO CHURRASCARIA,7458
7459,"FOHENAGH, LLC",STERLING'S,7459
7460,"FOOD FOR THOUGHT DINING, LLC",94 MASS AVE,7460
7461,"FOUR SEASONS OF MASSACHUSETTS, INC.",FOUR SEASONS,7461
7462,"FRANCO, LLC",PELLINO'S RISTORANTE,7462
7463,FRANK PEZZANO,U'SARRACENO RESTAURANT,7463
7464,"FRIAR VENTURES, LLC",HURRICANE O'REILLY'S,7464
7465,"FRIDAY AFTERNOON, INC.",SULLIVAN'S TAP,7465
7466,"FROST GROUP, LLC",NULL,7466
7467,"FUENTE CLEANING SERVICES, INC.",BILLARES COLOMBIA,7467
7468,"FULL COMP, INC.",MARE,7468
7469,GAGAN CORPORATION,INDIA QUALITY RESTAURANT,7469
7470,"GAGANDEEP, INC.",PUNJAB PALACE,7470
7471,"GAINSBORO RESTAURANT, INC.",OUR HOUSE EAST,7471
7472,"GALLEON VENTURES,  INC.",NULL,7472
7473,GALMIKE CORP.,HARP & BARD,7473
7474,"GALWAY HOUSE, INC.",THE GALWAY HOUSE,7474
7475,"GALWAY, INC.",THE HARP,7475
7476,"GAMBROS, INC.",ERNESTOS PIZZERIA,7476
7477,"GAME ON AIRPORT, LLC",GAME ON SPORTS CAF,7477
7478,"GAME ON FENWAY, LLC",GAME ON SPORTS CAF,7478
7479,"GEORGE ASSOCIATES, INC.",MCGANN'S PUB,7479
7480,"GEORGE BEST, INC.",LIR,7480
7481,"GEORGE'S RESTAURANT & LOUNGE, INC.",LEVI'S RESTAURANT & LOUNGE,7481
7482,GHM LOGAN MANAGEMENT LLC,MARRIOTT COURTYARD HOTEL,7482
7483,"GINA GUERRERO, INDIVIDUAL",CAF GIGU,7483
7484,"GLENBEG, INC.",AZURE,7484
7485,"GLENVILLE TAVERN SERVICES, INC.",THE GLENVILLE STOPS,7485
7486,"GLORY RBG, LLC",NULL,7486
7487,"GM RESTAURANT ENTERPRISES, INC.",LA TERRAZA,7487
7488,"GMRI, INC.",THE OLIVE GARDEN ITALIAN RESTAURANT,7488
7489,"GOLDEN SUN, INC.",TALK AND WOK CAF,7489
7490,GOLDEN VINTAGE GROUP LLC,VINTAGE LOUNGE,7490
7491,GOODCHEER ENTERPRISES LLC,BRAHMIN,7491
7492,"GOURMET CHINA, INC.",NULL,7492
7493,"GREEK KITCHEN 1, LLC",SALONIKI,7493
7494,"GREEN BRIAR TAVERN, INC.",THE GREEN BRIAR,7494
7495,GREEN DOOR COFFEE HOUSE COMPANY,Ula Cafe,7495
7496,"GROTTO, INC.",GROTTO RESTAURANT,7496
7497,"GSTH INVESTMENT GROUP, LLC",THE BIJOU,7497
7498,"GUIRA & TAMBORA, LLC",GUIRA & TAMBORA RESTAURANT,7498
7499,"H AND H, LLC",HARBORSIDE INN,7499
7500,"H AND M RESTAURANT, INC.",SOFIA ITALIAN STEAKHOUSE,7500
7501,"HALE MARKETING, INC.",THE DOGWOOD CAF,7501
7502,"HALEY HOUSE, INC.",Dudley Dough,7502
7503,"HALEY HOUSE, INC.",HALEY HOUSE BAKERY CAF,7503
7504,"HAMACHI SERVERS, INC.",LOCAL 149,7504
7505,Hampshire House Corp.,75 ON LIBERTY WHARF,7505
7506,HAMPSHIRE HOUSE CORPORATION,BULL FINCH PUB,7506
7507,HAMPSHIRE HOUSE CORPORATION,CHEERS @FANEUIL HALL MARKETPLACE,7507
7508,HANOVER CORPORATION,GIACOMO'S,7508
7509,"HAPPY DUCK, INC.",CHILLI DUCK THAI CUISINE RESTAURANT,7509
7510,"HARD ROCK CAFE INTERNATIONAL (STP), INC.",HARD ROCK CAF,7510
7511,HARU PRUDENTIAL CORP.,HARU,7511
7512,HARVARD CLUB OF BOSTON,NULL,7512
7513,HARVARD CLUB OF BOSTON,NULL,7513
7514,"HCS, LLC",PAPAGAYO,7514
7515,"HE PUB, INC.",THE JEANIE JOHNSTON,7515
7516,"HENRY'S DELICATESSEN, LLC",THE GALLOWS,7516
7517,Henry's Garrett Catering LLC,Dot 2 DotCafe,7517
7518,"HERSHA HOSPITALITY MANAGEMENT, L.P.",THE BOXER,7518
7519,HIGH MIDDLE CORP.,SLATE,7519
7520,"HIGH STREET RESTAURANT GROUP, LLC",HOWL AT THE MOON AND DOWN ULTRA LOUNGE,7520
7521,"HIGHLAND TAP OF BOSTON, INC.",AGA'S,7521
7522,"HILL COUNTRY BOSTON, LLC",HILL COUNTRY BARBECUE MARKET,7522
7523,"HILLSTONE RESTAURANT GROUP, INC.",HILLSTONE RESTAURANT,7523
7524,"HILTON MANAGEMENT, LLC",HILTON BOSTON LOGAN AIRPORT,7524
7525,HIREN BOSTON LLC,COURTYARD BOSTON SOUTH BAY CENTER,7525
7526,"HLC GROUP ENTERPRISES, LLC",NULL,7526
7527,"HM BOSTON, LLC",BISTRO du MIDI,7527
7528,"HOJOKO, LLC",HOJOKO,7528
7529,"HOLLYWOOD SPORTS BAR AND GRILL, LLC",SLADES BAR & GRILL,7529
7530,"HOME RUN CAFE, INC.",HOME RUN CAFE,7530
7531,HOMESTEAD BAKERY & CAFE LLC,NULL,7531
7532,"Hong Kong Eatery, Inc.",HONG KONG EATERY,7532
7533,"HONG ZE RESTAURANT, INC.",NULL,7533
7534,"HOST INTERATIONAL, INC.",JOHNNY ROCKETS,7534
7535,HOST INTERNATIONAL,OZONE,7535
7536,"HOST INTERNATIONAL, INC.",BONFIRE,7536
7537,"HOST INTERNATIONAL, INC.",DURGIN PARK,7537
7538,"HOST INTERNATIONAL, INC.",FOX SPORTS SKYBOX,7538
7539,"HOST INTERNATIONAL, INC.",WOLFGANG PUCK,7539
7540,"HOT POT BUFFET, INC.",HOT POT BUFFET,7540
7541,HOUSE OF SIAM INC.,HOUSE OF SIAM ON TREMONT,7541
7542,"HSB, LLC",ISLAND CREEK OYSTER BAR,7542
7543,"HST LESSEE BOSTON, LLC",SHERATON BOSTON HOTEL,7543
7544,HUNTINGTON HOTEL CORP.,COLONNADE HOTEL,7544
7545,"HUNTINGTON THEATRE COMPANY, INC.",CALDERWOOD PAVILION AT THE BCA,7545
7546,HUY HOANG CORP.,Pho So 1 Boston,7546
7547,"HYNES FINE DINING, LLC",TOWNE,7547
7548,"IHMS (BOSTON), LLC",TAJ BOSTON,7548
7549,"IL PANINO EXPRESS, INC.","QUATTRO RISTORANTE, GRILL & PIZZERIA",7549
7550,"IL PANINO, INC.",IL PANINO,7550
7551,IN VINO VERITAS BISTRO LLC,LES ZYGOMATES CAFE,7551
7552,"INTERCONTINENTAL HOTELS GROUP RESOURCES, INC.",INTERCONTINENTAL BOSTON,7552
7553,"INTERMISSION TAVERN, INC.",INTERMISSION TAVERN,7553
7554,INTERNAL MATTER LLC,INTERNAL MATTER,7554
7555,"IPSWICH ENTERTAINMENT, INC.",Loretta's Last Call,7555
7556,IRASHAI SUSHI AND TERIYAKI INC.,IRASHAI SUSHI AND TERIYAKI,7556
7557,IRENE NGUYEN,CAF 1221,7557
7558,"IRISH PUB, INC.",ERIE PUB,7558
7559,"IRISH SOCIAL CLUB, INC. OF BOSTON",NULL,7559
7560,"IRISH VILLAGE, INC.",IRISH VILLAGE,7560
7561,"ISLAND PRIDE RESTAURANT AND FUNCTION HALL, INC.",ISLAND PRIDE FUNCTION HALL,7561
7562,"ITADAKI, LLC",ITADAKI,7562
7563,"ITALIAN AMERICAN WAR VETERANS, INC.",NULL,7563
7564,"IWJ RESTAURANT GROUP, INC.",SOCIETY ON HIGH,7564
7565,"J & J IRISH PUB & GRILLE, LTD",KATIE'S,7565
7566,"J & K BLASI, INC.",BLASI CAF,7566
7567,"J. J. FOLEY'S FIRESIDE TAVERN, INC.",FOLEY'S FIRESIDE TAVERN,7567
