LiquorEstKey,EstablishmentKey,COMMENTS,CLOSING,PATRONSOUT,CAPACITY
834,7903,1.) NOT TO OPEN PRIOR TO 4:00 P.M. 2.)ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUCTION WITH MEALS EXCEPT IN THE LOUNGE. 3.)BOTTLE SERVICE ALLOWED.,2:00 AM,2:30 AM,440
835,7904,,1:00 AM,1:30 AM,281
836,7905,NONE,2:00 AM,2:30 AM,70
837,7906,NONE,2:00 AM,2:30 AM,200
838,7907,NONE,2:00 AM,2:30 AM,180
839,7908,CLOSING HOURS: SUNDAY - THURSDAY: 11:30 P.M.  FRIDAY - SATURDAY: 12:30 A.M.  A.) CONDITIONS OF BVNA AGREEMENT INCORPORATED BY REFERENCE.,12:30 AM,1:00 AM,434
840,7909,No transfer of ownership  Ch 1161 Acts of l973 License originally issued l979,1:00 AM,1:30 AM,300
841,7910,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:00 PM,11:30 PM,49
842,7911,HOTEL: 96 ROOMS 3RD FLOOR=24  4TH FLOOR=36  5TH FLOOR=36  EVENT ROOM: 436 PERSONS-MAXIMUM (LAYOUT 1 CHAIRS)-(LAYOUT 2) TABLES  CHAIRS 160  (LAYOUT 3) TABLES  CHAIRS 192  TERRACE 49 MEETING ROOM-BUSINESS ONLY=99 PERSONS,2:00 AM,NULL,0
843,7912,PATIO CONDITIONS: 1.) ALCOHOL WITH FOOD ONLY  2.) PATIO TO BE STAFFED AT ALL TIMES  3.) 11:00 P.M. CLOSING ON THE PATIO.,1:00 AM,1:30 AM,107
844,7913,Sunday opening at 9:00 A.M. for the service of food only. The Board granted the petition to serve alcohol at Sunday brunch beginning at 10 a.m.,1:00 AM,1:30 AM,249
845,7914,,2:00 AM,2:30 AM,70
846,7915,(1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. (2) OUTDOOR PATIO'S OPERATING HOURS ARE 11:00 AM - 10:00 PM.,1:00 AM,1:30 AM,91
847,7916,NONE,12:00 AM,12:30 AM,40
848,7917,NONE,1:00 AM,1:30 AM,150
849,7918,NONE,2:00 AM,2:30 AM,120
850,7919,NONE,1:00 a.m.,1:30 a.m.,49
851,7920,NONE,1:00 AM,1:30 AM,49
852,7921,PATIO CONDITIONS: 1) HOURS OF OPERATION 11:00 AM-2:00 AM; 2) ALCOHOL SERVICE WITH FOOD ONLY;and3) PATIO TO BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,395
853,7922,Restricted,11:00 p.m.,11:30 p.m.,48
854,7923,PATIO CONDITIONS: 11:00 A.M. - 10:00 P.M.;ALCOHOL SERVICE ONLY WITH FOOD;PATIO TO BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,1262
855,7924,1.) MALT ONLY 2.) 2:00 A.M. CLOSING HOUR ON FRIDAYS AND SATURDAYS FOR SERVICE OF FOOD ONLY.,MIDNIGHT,12:30 AM,22
856,7925,,1:00 AM,1:30 AM,269
857,7926,6:00 A.M. for the service of food Only.  SERVICE OF ALCOHOL ON SUNDAYS TO BEGIN AT 10:00 A.M. WITH BRUNCH.,1:00 AM,1:30 AM,144
858,7927,THE BOARD GRANTED PERMISSION TO BEGIN FOOD AND ALCOHOL SERVICE AT 11:00 AM TO SERVE PATRONS FOR A 1:00 PM CELTICS GAME.,2:00 AM,2:30 AM,90
859,7928,NONE,MIDNIGHT,12:30 AM,38
860,7929,1. Function room to close at midnight.  Alcohol service at 10:00 A.M. on Sundays in conjunction with brunch.,1:00 AM,1:30 AM,400
861,7930,PATIO CLOSING HOUR: MIDNIGHT,2:00 AM,2:30 AM,300
862,7931,10:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,NULL,0
863,7932,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,1:00 AM,1:30 AM,58
864,7933,NONE,1:00 AM,1:30 AM,60
865,7934,1. Food service only until 3:00 A.M. all patrons out by 3:30 A.M. 2. Serve and deliver food and alcoholic beverages from ll:00  A.M. on Sundays. Capacity as follows 338 persons on 52nd floor  499 persons on the 50th floor.,2:00 AM,2:30 AM,837
866,7935,NONE,2:00 AM,2:30 AM,190
867,7936,,1:00 AM,1:30 AM,86
868,7937,NONE,1:00 AM,1:30 AM,99
869,7938,A.) ALCOHOL WITH FOOD ONLY  B.) NO BAR.,11:30 PM,MIDNIGHT,152
870,7939,1.) 1:00 A.M. CLOSING HOUR 2.) ALCOHOL SERVED AT TABLES ONLY WITH FOOD ORDERED FROM THE MENU.,1:00 AM,1:30 AM,180
871,7940,NONE,1:00 AM,1:30 AM,110
872,7941,A.) 1:30 A.M. LAST CALL,2:00 AM,2:30 AM,83
873,7942,NONE,1:00 AM,1:30 AM,45
874,7943,NONE,MIDNIGHT,12:30 AM,30
875,7944,,1:00 AM,1:30 AM,32
876,7945,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,1:00 AM,1:30 AM,80
877,7946,NONE,1:00 AM,1:30 AM,19
878,7947,,1:00 AM,1:30 AM,86
879,7948,,2:00 AM,2:30 AM,130
880,7949,ALCOHOL CAN BE SERVED WITH BRUNCH STARTING AT 10:00 AM ON SUNDAYS.,2:00 AM,2:30 AM,163
881,7950,NONE,11:00 PM,11:30 PM,45
882,7951,,11:00 PM,11:30 PM,45
883,7952,NONE,1:00 AM,1:30 AM,420
884,7953,NONE,2:00 AM,2:30 AM,595
885,7954,CAPACITY BREAKDOWN: INTERIOR - 304 (28 @ STOOLS  276 @ TABLES & CHAIRS); EXTERIOR - 104 @ TABLES & CHAIRS.,2:00 AM,2:30 AM,408
886,7955,11:00 A.M. OPENING ON SUNDAYS,1:00 AM,1:30 AM,115
887,7956,1. Delivery on Bowdoin Street  not in alley. 2. Keep corner clear. 3. Food avalilable at all times. 4. Lunch & Dinner menus.,2:00 AM,2:30 AM,108
888,7957,PATIO CONDITIONS: 1)MUST CLOSE AT 10:00P.M.; 2) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS; AND3)MUST BE STAFFED AT ALL TIMES.BOARD APPROVED 11:00 A.M. OPENING ON SUNDAYS FOR BRUNCH WITH ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,2:00 AM,2:30 AM,153
889,7958,NONE,2:00 AM,2:30 AM,80
890,7959,NONE,11:00 PM,11:30 PM,49
891,7960,1. No Bar. 2. Alcoholic Beverages to be served only in conjunction with meals. 3. Patio Hours: Noon - Midnight,MIDNIGHT,12:30 AM,49
892,7961,,2:00 AM,2:30 AM,232
893,7962,1'st floor 157 during the day  320 @ night  2'nd floor 262,2:00 AM,2:30 AM,582
894,7963,OUTDOOR SEASONAL PATIO OPERATING HOURS ARE 10:00 AM - 10:00 PM.,2:00 AM,2:30 AM,46
895,7964,NONE,1:00 AM,1:30 AM,275
896,7965,A.) NO LIVE ENTERTAINMENT  B.) LEASE RESTRICTIONS TO BE INCORPORATED BY REFERENCE.,MIDNIGHT,12:30 AM,160
897,7966,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:00 PM,11:30 PM,93
898,7967,A.) ALCOHOL NOT TO BE SERVED UNTIL 1:00 P.M.  B.) SATURDAY ALCOHOL SERVICE NOT TO BEGIN UNTIL CHILDRENS' LEAGUES HAVE COMPLETED PLAY.,11:00 PM,11:30 PM,186
899,7968,NONE,2:00 AM,2:30 AM,565
900,7969,,1:00 AM,1:30 AM,328
901,7970,1.) 24 HOURS FOR FOOD ONLY  2.) 1:00 A.M. CLOSING ON PATIO,1:00 AM,1:30 AM,39
902,7971,1.) ALCOHOL AT TABLES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. PATIO CONDITIONS: 1.) 2:00 A.M. CLOSING HOUR 2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 3.) NO BAR.,2:00 AM,2:30 AM,239
903,7972,300 PERSONS TOTAL: PATIO SEATING: 60 PERSONS PRIVATE DINING SEATING: 51 PERSONS BAR STOOLS: 19 PERSONS BAR TABLES AND CHAIRS: 22 PERSONS DINING TABLES AND CHAIRS: 126 PERSONS STANDING: 22 PERSONS,2:00 AM,2:30 AM,300
904,7973,,1:00 AM,1:30 AM,38
905,7974,NONE,1:00 AM,1:30 AM,256
906,7975,NONE,1:00 a.m.,1:30 a.m.,0
907,7976,1) CLOSING HOUR FOR 12:00 A.M. FOR SERVICE OF ALCOHOLIC BEVERAGES  AND1:00 A.M. FOR FOOD SERVICE ONLY. 2) ALCOHOL WILL BE SERVED AT TABLES ONLY IN CONJUNCTION WITH MENU FOOD. PATIO CONDITIONS: 1) OPERATING HOURS 11:00 A.M.-10:00 P.M.; 2)LIMITED TO TWO TABLES AND FOUR CHAIRS  TO BE STORED INSIDE DURING PATIO'S NON-OPERATING HOURS; AND 3) NO ALCOHOL TO BE SERVED OR CONSUMED AT OUTDOOR TABLES.,NULL,1:30 AM,49
908,7977,PATIO HOURS: 12 NOON - 2:00 A.M. PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) PATIO TO BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,520
909,7978,MINI BAR PATIO CONDITIONS: 1.) CLOSING HOUR 12:30 A.M.  2.) NO MORE THAN 24 PATRONS  3.) ALCOHOL SERVICE WITH FOOD ONLY.   BOTTLE SERVICE APPROVED BY BLB (5/19/08).,2:00 AM,2:30 AM,510
910,7979,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS AT 11:00 A.M. AND OPEN ON SUNDAYS MORNINGS AT 9:00 A.M. FOR BREAKFAST WITH SERVING FOOD ONLY.,2:00 AM,2:30 AM,265
911,7980,,1:00 AM,1:30 AM,230
912,7981,PATIO CONDITIONS:  1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  2.) MUST BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,150
913,7982,,2:00 AM,2:30 AM,99
914,7983,A.) ALCOHOL SERVICE WITH FOOD ONLY.  B.) NO BAR,MIDNIGHT,12:30 AM,48
915,7984,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,11:30 PM,MIDNIGHT,49
916,7985,NONE,MIDNIGHT,12:30 AM,58
917,7986,1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR.,2:00 AM,2:30 AM,74
918,7987,NONE,1:00 AM,1:30 AM,202
919,7988,THE BOARD PERMITS BOTTLE SERVICE.,2:00 AM,2:30 AM,200
920,7989,10:00 A.M. OPENING ON SUNDAYS FOR THE SERVICE OF ALCOHOL IN CONJUNCTION WITH BRUNCH.,2:00 AM,2:30 AM,509
921,7990,NONE,2:00 AM,2:30 AM,59
922,7991,,1:00 AM,1:30 AM,158
923,7992,,2:00 AM,2:30 AM,835
924,7993,,1:00 AM,1:30 AM,190
925,7994,A.) Midnight Closing Hour: Sunday through Wednesday B.)1:00 a.m. Closing Hour: Thursday/Friday/Saturday - no patrons admitted after Midnight  all patrons off premises by 1:00a.m.  food to be available at all times. 1. Alcoholic beverages served at tables only in conjunction with food 2. Trash Stored in a Locked Dumpster 3.  Patio to Close at 11:00 P.M. 4.  Bar seating not to exceed 18 patrons (+ 5 sofa or chair seats),12:00 AM,12:30 AM,191
926,7995,HOURS OF OPERATION MONDAY- FRIDAY 11:30-2:00 A.M. SATURDAY 10:00 A.M.-2:00 A.M. SUNDAY 10:OO A.M. -1:00 A.M.,2:00 AM,2:30 AM,153
927,7996,INSIDE CLOSING HOUR:SUNDAY-WEDNESDAY  12:00 A.M.; THURSDAY-SATURDAY  1:00 A.M.INSIDE SERVICE CONDITIONS:1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS AT TABLES; 2) AGREEMENT WITH UNION PARK  ELLIS NEIGHBORHOOD ASSOCIATIONS HEREBY INCORPORATED BY REFERENCE. OUTDOOR PATIO CONDITIONS: 1) 28 PATRONS; 2) CLOSING HOUR: SUNDAY  MONDAY 10:00 P.M.;TUESDAY-SATURDAY  11:00 P.M.; 3) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS; AND4) PATIO MIUST BESTAFFED AT ALL TIMES.,MIDNIGHT,12:30 AM,135
928,7997,,2:00 AM,2:30 AM,146
929,7998,11 PM CLOSING SUNDAY-THURSDAY  MIDNIGHT CLOSING HOUR; FRIDAY  SATURDAY. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUCTION WITH MEALS.,11:00 PM,11:30 PM,10
930,7999,,2:00 AM,2:30 AM,476
931,8000,NONE,10:00 PM,10:30 PM,35
932,8001,NONE,2:00 AM,2:30 AM,48
933,8002,Food available all time-Funct. room used Only by outside group.,1:00 AM,1:30 AM,65
934,8003,,1:00 AM,1:30 AM,88
935,8004,1. Malt and Wine with Liqueurs to be served only in conjunction with meals. 2. Trash to be stored inside. 3.) NO CHANGE IN CAPACITY WITHOUT APPROVAL OF THE LICENSING BOARD. Board granted permission to serve alcohol at 10:00 A.M. on Sundays with brunch.,1:00 AM,1:30 AM,244
936,8005,NONE,2:00 AM,2:30 AM,84
937,8006,THE BOARD GRANTED PERMISSION TO SERVE ALCOHOL WITH BRUNCH ON SUNDAYS AT 10:00 AM.,11:00 PM,11:30 PM,49
938,8007,1.NO BAR.,12:00 AM,12:30 AM,90
939,8008,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,MIDNIGHT,12:30 AM,99
940,8009,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) 11:00 P.M. CLOSING HOUR.,1:00 AM,1:30 AM,235
941,8010,HOURS OF OPERATION: SUNDAY - THURSDAY 7:00 A.M. - 9:00 P.M. FRIDAY AND SATURDAY 8:00 A.M. - 10:00 P.M.,10:00 PM,10:30 PM,18
942,8011,A.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. B.) NO BAR,MIDNIGHT,12:30 AM,30
943,8012,1) MUST MAINTAIN VALID PERMIT  AGREEMENT FOR OFF-SITE VALET PARKING. 2) VALET PARKING AGREEMENT MUST REMAIN IN EFFECT.,1:00 AM,1:30 AM,140
944,8013,See document #0051L on reverse side.,MIDNIGHT,12:30 AM,198
945,8014,1.) ALCOHOL SERVICE WITH FOOD ONLY.,MIDNIGHT,12:30 AM,50
946,8015,NONE,2:00 AM,2:30 AM,45
947,8016,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,2:00 AM,2:30 AM,60
948,8017,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,2:00 AM,2:30 AM,180
949,8018,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,2:00 AM,2:30 AM,168
950,8019,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,2:00 a.m.,2:30 a.m.,60
951,8020,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,2:00 A.M.,2:30 A.M.,127
952,8021,First floor space with 3 293 square feet on single floor  with front door on Washington Street  rear egress and L shaped area  including kitchens  bathrooms  office space and storage; also including seasonal Outside Patio Area sidewalk seating (April - October) with 5 tables containing seating for 10 patrons along side of building with existing fence  trees and planters (on City property). Patio Hours: 6:00 AM - 11:00 PM. Brian Reyelt  Manager. Hours of Operation: 6:00 AM - 2:00 AM. 149 PERSONS AS FOLLOWS: BAR STOOLS-20  TABLES  CHAIRS 32 PERSONS  BENCHS 57 PERSONS  STANDING 40 PERSONS.,2:00 AM,2:30 AM,149
953,8022,NONE,To: 2:00 AM,NULL,92
954,8023,NONE,2:00 AM,2:30 AM,77
955,8024,,2:00 AM,2:30 AM,824
956,8025,179 INDOOR SEATING  88 OUTDOOR SEATING,2:00 AM,2:30 AM,267
957,8026,NONE,2:00 AM,2:30 AM,49
958,8027,,2:00 AM,2:30 AM,180
959,8028,PATIO CONDITIONS: A) HOURS 11:30 A.M. - 11:00 P.M.; B) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD; andC) PATIO TO BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,190
960,8029,NONE,2:00 AM,2:30 AM,49
961,8030,,2:00 AM,2:30 AM,126
962,8031,(1) NO BAR. (2) ALCOHOL WITH FOOD ONLY.,1:00 AM,1:30 AM,18
963,8032,NONE,11:00 PM,11:30 PM,39
964,8033,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,11:00 PM,11:30 PM,54
965,8034,PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED WITH FOOD ONLY.  2.) PATIO TO BE STAFFED AT ALL TIMES.  3.) 11:00 P.M. CLOSING ON THE PATIO.,MIDNIGHT,12:30 AM,44
966,8035,,2:00 AM,2:30 AM,99
967,8036,(1) THIS IS A RESTRICTED LICENSE. (2) SERVICE OF ALCOHOL WITH FOOD ONLY.,1:00 AM,1:30 AM,142
968,8037,1. OPEN AT 11:00 A.M. ON SUNDAYS FOR THE SERVICE OF FOOD ONLY.,2:00 AM,2:30 AM,413
969,8038,1. Rear alley to be kept locked 2. No signs in window 3. Trash stored inside for pickup 3 times a week.  Alcoholic Beverages to be served in conjunction with brunch on Sundays 10:00 A.M. - Noon.,1:00 AM,1:30 AM,120
970,8039,(1) Must use mechanical counters to maintain occupancy numbers. (2) May provide bottle service.,2:00 AM,2:30 AM,746
971,8040,NONE,12:00 AM,12:30 AM,115
972,8041,FOR DETAILS REGARDING CAPACITY SEE ISD CERTIFICATES,1:00 AM,1:30 AM,2727
973,8042,PATIO CONDITIONS: 1.) ALCOHOL SERVICE IN CONJUNCTION WITH FOOD ONLY ON PATIO.  2.) PATIO TO BE STAFFED AT ALL TIMES. 3.) PATIO CLOSING HOURS: 10:00 P.M. ON BELVIDERE STREET AND 11:00 P.M. ON HUNTINGTON AVENUE.,2:00 AM,2:30 AM,376
974,8043,,2:00 AM,2:30 AM,361
975,8044,NONE,11:00 PM,11:30 PM,182
976,8045,NONE,2:00 AM,2:30 AM,96
977,8046,,2:00 AM,2:30 AM,689
978,8047,NONE,2:00 AM,2:30 AM,95
979,8048,(1) 10:30 P.M. last service on patio with an 11:00 P.M. Closing. (2) New addition (Restaurant) service of Alcohol with food only and Midnight closing. (3) Attendant on duty in parking lot on nights with live Entertainment 11:00 P.M. until closing.,2:00 AM,2:30 AM,330
980,8049,CAPACITY BREAKDOWN: CAFE 101: 62 PERSONS LIVING ROOM 102: 20 PERSONS STUDIO/CLASSROOM: 36 PERSONS MUSEUM EXPANSION 2ND FLOOR: 154 PERSONS(CALDERWOOD HALL) MUSEUM EXPANSION 2ND FLOOR: 91 PERSONS (SPECIAL EXHIBITION ROOM 202A) MUSEUM EXPANSION 3RD FLOOR: 60 PERSONS (CALDERWOOD HALL 1ST BALCONY) MUSEUM EXPANSION 4TH FLOOR: 60 PERSONS (CALDERWOOD HALL 2ND BALCONY) MUSEUM EXPANSION 5TH FLOOR: 60 PERSONS (CALDERWOOD HALL 3RD BALCONY). TOTAL CAPACITY:1 293 HISTORICAL BUILDING: 750 NEW WING: 543,1:00 AM,1:30 AM,1293
981,8050,,1:00 AM,1:30 AM,140
982,8051,NONE,2:00 AM,2:30 AM,248
983,8052,,2:00 AM,2:30 AM,176
984,8053,PATIO CONDITIONS:  A.) CLOSING HOUR: 11:00 PM  B.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  C.) PATIO TO BE STAFFED AT ALL TIMES.,1:00 AM,1:30 AM,86
985,8054,1. Sunday opening 11:00 A.M. 2.Midnight closing on patio 3. Alcohol with food only on patio,2:00 AM,2:30 AM,0
986,8055,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS BEGINNING 11:00 A.M.  PATIO CONDITION: LICENSEE MUST ENSURE THAT PEDESTRIANS DO NOT ATTACH ANYTHING TO FENCING.,1:00 AM,1:30 AM,268
987,8056,THE BOARD GRANTED PERMISSION TO SERVE BOTTLE SERVICE.,2:00 AM,2:30 AM,440
988,8057,,1:00 AM,1:30 AM,310
989,8058,NONE,MIDNIGHT,12:30 AM,37
990,8059,,2:00 AM,2:30 AM,140
991,8060,1.) PERMISSION TO PROVIDE BOTTLE SERVICE ON PREMISES GRANTED BY BLB. 2.) ALL PRICES OF ALCOHOL MUST BE UNIFORM.  PRICING MUST COMPLY WITH LICENSING BOARD AND ABCC RULES.,2:00 AM,2:30 AM,150
992,8061,1.) 10:00 A.M. OPENING ON SUNDAYS OF BALLGAMES AT FENWAY PARK. 2.) IN SEAT SERVICE OF FOOD AND ALCOHOLIC BEVERAGES INCLUDING SUITES AND TWO (2) CLUB LEVEL SEATING AREAS OF FENWAY PARK AS FOLLOWS: THE EMC CLUB AND THE HOME PAVILION CLUB AS SHOWN ON THE PLANS FILED HEREWITH. 1.) LIQUOR IN GRANDSTANDS TO BE SERVEDTWLEVE (12)CONCESSION STANDS: A.) GATE ECONCOURSE  B.) TWO STANDS IN THEBIG CONCOURSE  C.) HOME PLATE DECK  D.) FIRST BASE CONCOURSE  E.) RIGHT FIELDROOF DECK  F.) THIRD BASE DECK  G.) YAWKEY WAY  ANDFOUR (4) ADDITIONAL AREAS  LOCATIONS TO BE DETERMINED BY TYPE OF EVENT  AT MANAGEMENT DISCRETION. ALSO  APPROVED IN-SEAT VENDING OF BEER  WINE TO THE LOGE BOX SEATING AREA.BEVERAGE ALCOHOL SALES ON YAWKEY WAY MAY OCCUR FROM MLB GAMES AND OTHER PRIVATE OR PUBLIC EVENTS AT FENWAY PARK WHEN YAWKEY WAY IS CLOSED FOR SUCH EVENTS(E.G. CONCERTS AND OTHER LARGE SPORTING OR NON-SPORTING EVENTS AT THE BALLPARK).ONLY BEER AND WINE TO BE SERVED AT ALL OTHER CONCESSION STANDS IN GRANDSTANDS  BLEACHERS. 2.)LIQUOR SERVICE (INCLUDING BEER AND WINE) TO CEASE AT THE CONCLUSION OF THE 7TH INNING OR EARLIER AT MANAGEMENT'S DISCRETION3.) 1 OZ. OF ALCOHOL PER EACH 10 OZ. MIXED DRINK SERVED IN GRANDSTANDS. 4.) NO SERVICE OF SHOTS OR DOUBLES IN GRANDSTANDS. 5.) MANAGEMENT  SECURITY PLAN  DATED 4/6/11  HEREBY INCORPORATED BY REFERENCE. ( ABCC CONDITIONS HEREBY INCORPORATED BY REFERENCE). LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES. BEER WILL BE SERVED IN CUPS (OR LIGHTWEIGHT ALUMINUM OR PLASTIC BOTTLES OR ALUMINUM CANS) NO LARGER THAN 16 OUNCES. SMALLER 12 OUNCE SERVINGS IN SIMILAR CONTAINTERS WILL ALSO BE AVAILABLE.,2:00 AM,2:30 AM,39928
993,8062,10:00 A.M. OPENING ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,NULL,0
994,8063,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11AM -NOON.,2:00 AM,2:30 AM,154
995,8064,OPEN AT 11:00 A.M. ON SUNDAYS FOR THE SERVICE OF FOOD ONLY.,2:00 AM,2:30 AM,99
996,8065,NONE,1:00 AM,1:30 AM,132
997,8066,,1:00 AM,1:30 AM,313
998,8067,NONE,2:00 AM,2:30 AM,350
999,8068,1. Food to be available at all times (including Sunday). 2. Second floor to be used for function only. 3. On second floor alcoholic beverage to be served only in conjunction with meals.,2:00 AM,2:30 AM,285
1000,8069,,2:00 AM,2:30 AM,267
1001,8070,,2:00 AM,2:30 AM,464
1002,8071,ALCOHOLIC BEVERAGES SERVED ONLY WITH FOOD.,2:00 AM,2:30 AM,263
1003,8072,1) OVERALL CAPACITY OF PREMISES  INCLUDING OUTDOOR PATIO  NOT TO EXCEED 115 PATRONS. 2) PATIO CLOSING HOUR 11:00 P.M. WITHLAST SEATING AT 10:00 P.M. 3) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD ON PATIO. 4) PATIO TO BE STAFFED AT ALL TIMES. 5) PATIO TO CLOSE AT 6:00 P.M. DURING BOSTON UNIVERSITY'S 2 WEEK-LONG EXAM PERIODS. 6 PERSONS KITCHEN STAFF; 20 PERSONS STANDING; 67 PERSONS TABLE  CHAIRS; 26 PERSONSSEASONAL OUTSIDE PATIO.,2:00 AM,2:30 AM,95
1004,8073,1. Service of All Alcoholic beverages with food only. 2. Patio to close at 11:00 P.M.,1:00 AM,1:30 AM,94
1005,8074,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:30 PM,MIDNIGHT,60
1006,8075,1. Alcoholic to be served only in conjunction with brunch on Sunday from: 11:00 AM to Noon. 2. Bar area as per plan submitted.,2:00 AM,2:30 AM,260
1007,8076,PATIO CONDITIONS: 1.) 11:00 P.M. CLOSING 2.) ALCOHOL WITH FOOD ONLY 3.) TO BE STAFFED AT ALL TIMES,2:00 AM,2:30 AM,210
1008,8077,,2:00 AM,2:30 AM,165
1009,8078,NONE,2:00 AM,2:30 AM,442
1010,8079,2:00 AM CLOSED FOR ALCOHOLIC 4:00 AM SERVICE FOODS ONLY,2:00 AM,2:30 AM,156
1011,8080,N/A,Midnight,NULL,0
1012,8081,CLOSING HOUR AT 3:00 AM ON FRIDAY AND SATURDAY FOR FOOD SERVICE ONLY. ALCOHOL SERVICE WILL SEIZE AT 2:00 AM. PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY. 2.) ENTIRE PATIO TO BE STAFFED AT ALL TIMES. 3.) 11:00 P.M. CLOSING HOUR ON THE PATIO. 4.) PUBLIC IMPROVEMENT COMMISSION APPROVED FOR 46 SEATS.,2:00 AM,2:30 AM,125
1013,8082,,1:00 AM,1:30 AM,91
1014,8083,,1:00 AM,1:30 AM,189
1015,8084,1. Alcoholic beverages to be served only in conjunction with meals 2.  No outside advertising of alcoholic beverages,10:00 PM,10:30 PM,78
1016,8085,NONE,11:00 PM,11:30 PM,16
1017,8086,(1)MUST SERVE FOOD AT ALL HOURS.,1:00 AM,1:30 AM,99
1018,8087,May sell alcoholic beveragesat 10:00 AMon Sundays for brunch.,1:00 AM,1:30 AM,325
1019,8088,NONE,1:00 AM,1:30 AM,0
1020,8089,PATIO HOURS: 11:00 A.M. - MIDNIGHT,2:00 AM,2:30 AM,198
1021,8090,1.ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,2:00 AM,2:30 AM,270
1022,8091,Closing hour for the service of food until 4:00 a.m.,2:00 AM,2:30 AM,234
1023,8092,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:00 PM,11:30 AM,82
1024,8093,,1:00 AM,1:30 AM,1596
1025,8094,NONE,Midnight,12:30 AM,49
