Id,Year,Month,State,Illnesses
4585,2001,May,Ohio,110
4586,2001,May,Ohio,27
4587,2001,May,Oklahoma,7
4588,2001,May,Oregon,7
4589,2001,May,Oregon,6
4590,2001,May,Oregon,50
4591,2001,May,Oregon,14
4592,2001,May,Oregon,0
4593,2001,May,Oregon,100
4594,2001,May,Pennsylvania,13
4595,2001,May,Pennsylvania,0
4596,2001,May,Pennsylvania,11
4597,2001,May,Pennsylvania,8
4598,2001,May,Pennsylvania,4
4599,2001,May,Tennessee,0
4600,2001,May,Tennessee,12
4601,2001,May,Tennessee,23
4602,2001,May,Texas,0
4603,2001,May,Texas,7
4604,2001,May,Texas,0
4605,2001,May,Virginia,0
4606,2001,May,Washington,9
4607,2001,May,Washington,2
4608,2001,May,Washington,2
4609,2001,May,Washington,6
4610,2001,May,Washington,2
4611,2001,May,"West Virginia",40
4612,2001,May,Wisconsin,6
4613,2001,May,Wisconsin,24
4614,2001,June,California,4
4615,2001,June,California,42
4616,2001,June,California,0
4617,2001,June,California,0
4618,2001,June,California,11
4619,2001,June,California,0
4620,2001,June,California,18
4621,2001,June,California,16
4622,2001,June,California,5
4623,2001,June,California,6
4624,2001,June,California,4
4625,2001,June,California,10
4626,2001,June,California,9
4627,2001,June,California,22
4628,2001,June,California,9
4629,2001,June,California,14
4630,2001,June,California,0
4631,2001,June,California,7
4632,2001,June,California,5
4633,2001,June,California,0
4634,2001,June,California,0
4635,2001,June,California,30
4636,2001,June,California,8
4637,2001,June,California,4
4638,2001,June,California,28
4639,2001,June,Colorado,12
4640,2001,June,Colorado,0
4641,2001,June,Colorado,8
4642,2001,June,Connecticut,5
4643,2001,June,Connecticut,23
4644,2001,June,Connecticut,34
4645,2001,June,Connecticut,2
4646,2001,June,Florida,2
4647,2001,June,Florida,8
4648,2001,June,Florida,2
4649,2001,June,Florida,2
4650,2001,June,Florida,2
4651,2001,June,Florida,2
4652,2001,June,Florida,3
4653,2001,June,Florida,7
4654,2001,June,Florida,2
4655,2001,June,Florida,4
4656,2001,June,Florida,4
4657,2001,June,Florida,2
4658,2001,June,Florida,4
4659,2001,June,Florida,2
4660,2001,June,Florida,0
4661,2001,June,Florida,2
4662,2001,June,Florida,3
4663,2001,June,Florida,4
4664,2001,June,Florida,5
4665,2001,June,Florida,11
4666,2001,June,Florida,6
4667,2001,June,Florida,0
4668,2001,June,Georgia,20
4669,2001,June,Georgia,4
4670,2001,June,Georgia,3
4671,2001,June,Georgia,5
4672,2001,June,Hawaii,2
4673,2001,June,Hawaii,6
4674,2001,June,Hawaii,6
4675,2001,June,Hawaii,2
4676,2001,June,Idaho,12
4677,2001,June,Illinois,27
4678,2001,June,Illinois,8
4679,2001,June,Illinois,6
4680,2001,June,Illinois,3
4681,2001,June,Illinois,10
4682,2001,June,Iowa,15
4683,2001,June,Louisiana,55
4684,2001,June,Maine,54
4685,2001,June,Maine,7
4686,2001,June,Maine,6
4687,2001,June,Maryland,7
4688,2001,June,Maryland,4
4689,2001,June,Maryland,6
4690,2001,June,Maryland,3
4691,2001,June,Maryland,2
4692,2001,June,Maryland,0
4693,2001,June,Maryland,5
4694,2001,June,Maryland,2
4695,2001,June,Maryland,3
4696,2001,June,Maryland,0
4697,2001,June,Maryland,26
4698,2001,June,Massachusetts,136
4699,2001,June,Massachusetts,20
4700,2001,June,Massachusetts,96
4701,2001,June,Michigan,32
4702,2001,June,Michigan,3
4703,2001,June,Michigan,32
4704,2001,June,Michigan,4
4705,2001,June,Michigan,5
4706,2001,June,Michigan,6
4707,2001,June,Minnesota,16
4708,2001,June,Multistate,113
4709,2001,June,Multistate,2
4710,2001,June,Nebraska,24
4711,2001,June,"New York",16
4712,2001,June,"New York",7
4713,2001,June,"New York",15
4714,2001,June,"New York",33
4715,2001,June,"New York",121
4716,2001,June,"New York",6
4717,2001,June,"New York",16
4718,2001,June,"New York",3
4719,2001,June,"New York",25
4720,2001,June,"New York",35
4721,2001,June,"New York",13
4722,2001,June,"New York",0
4723,2001,June,"New York",0
4724,2001,June,Ohio,31
4725,2001,June,Ohio,4
4726,2001,June,Ohio,0
4727,2001,June,Ohio,3
4728,2001,June,Ohio,0
4729,2001,June,Oregon,2
4730,2001,June,Oregon,8
4731,2001,June,Pennsylvania,12
4732,2001,June,"Rhode Island",2
4733,2001,June,Texas,17
4734,2001,June,Texas,100
4735,2001,June,Texas,31
4736,2001,June,Texas,134
4737,2001,June,Utah,8
4738,2001,June,Virginia,28
4739,2001,June,Washington,37
4740,2001,June,Washington,37
4741,2001,June,Washington,4
4742,2001,June,Washington,3
4743,2001,June,Washington,2
4744,2001,June,Washington,4
4745,2001,June,"Washington DC",21
4746,2001,June,Wisconsin,21
4747,2001,June,Wyoming,65
4748,2001,July,Alaska,2
4749,2001,July,California,6
4750,2001,July,California,19
4751,2001,July,California,0
4752,2001,July,California,5
4753,2001,July,California,4
4754,2001,July,California,4
4755,2001,July,California,9
4756,2001,July,California,16
4757,2001,July,California,5
4758,2001,July,California,10
4759,2001,July,California,0
4760,2001,July,California,4
4761,2001,July,California,3
4762,2001,July,California,12
4763,2001,July,California,6
4764,2001,July,California,60
4765,2001,July,California,19
4766,2001,July,California,0
4767,2001,July,California,37
4768,2001,July,California,0
4769,2001,July,Colorado,13
4770,2001,July,Colorado,32
4771,2001,July,Colorado,7
4772,2001,July,Connecticut,7
4773,2001,July,Connecticut,67
4774,2001,July,Florida,3
4775,2001,July,Florida,3
4776,2001,July,Florida,4
4777,2001,July,Florida,2
4778,2001,July,Florida,3
4779,2001,July,Florida,3
4780,2001,July,Florida,2
4781,2001,July,Florida,4
4782,2001,July,Florida,2
4783,2001,July,Florida,2
4784,2001,July,Florida,2
4785,2001,July,Florida,3
4786,2001,July,Florida,2
4787,2001,July,Florida,2
4788,2001,July,Florida,2
4789,2001,July,Florida,0
4790,2001,July,Florida,3
4791,2001,July,Florida,0
4792,2001,July,Florida,2
4793,2001,July,Florida,35
4794,2001,July,Florida,6
4795,2001,July,Florida,4
4796,2001,July,Florida,8
4797,2001,July,Georgia,11
4798,2001,July,Georgia,30
4799,2001,July,Georgia,17
4800,2001,July,Hawaii,2
4801,2001,July,Hawaii,4
4802,2001,July,Hawaii,3
4803,2001,July,Hawaii,3
4804,2001,July,Hawaii,2
4805,2001,July,Illinois,0
4806,2001,July,Illinois,51
4807,2001,July,Illinois,0
4808,2001,July,Illinois,47
4809,2001,July,Illinois,4
4810,2001,July,Illinois,19
4811,2001,July,Illinois,15
4812,2001,July,Illinois,0
4813,2001,July,Illinois,0
4814,2001,July,Illinois,3
4815,2001,July,Kansas,13
4816,2001,July,Maryland,2
4817,2001,July,Maryland,6
4818,2001,July,Massachusetts,46
4819,2001,July,Massachusetts,24
4820,2001,July,Massachusetts,0
4821,2001,July,Michigan,39
4822,2001,July,Michigan,4
4823,2001,July,Michigan,0
4824,2001,July,Michigan,4
4825,2001,July,Michigan,20
4826,2001,July,Michigan,2
4827,2001,July,Michigan,2
4828,2001,July,Michigan,3
4829,2001,July,Minnesota,6
4830,2001,July,Minnesota,17
4831,2001,July,Minnesota,0
4832,2001,July,Minnesota,9
4833,2001,July,Missouri,26
4834,2001,July,Multistate,3
4835,2001,July,Multistate,5
4836,2001,July,Nevada,3
4837,2001,July,"New Jersey",58
4838,2001,July,"New York",9
4839,2001,July,"New York",34
4840,2001,July,"New York",4
4841,2001,July,"New York",0
4842,2001,July,"New York",9
4843,2001,July,Ohio,14
4844,2001,July,Ohio,11
4845,2001,July,Ohio,3
4846,2001,July,Ohio,3
4847,2001,July,Oklahoma,51
4848,2001,July,Oregon,18
4849,2001,July,Oregon,13
4850,2001,July,Oregon,4
4851,2001,July,Oregon,10
4852,2001,July,Pennsylvania,13
4853,2001,July,Pennsylvania,41
4854,2001,July,Pennsylvania,19
4855,2001,July,"South Dakota",21
4856,2001,July,Tennessee,12
4857,2001,July,Tennessee,62
4858,2001,July,Tennessee,8
4859,2001,July,Texas,25
4860,2001,July,Virginia,74
4861,2001,July,Washington,20
4862,2001,July,Washington,4
4863,2001,July,Washington,2
4864,2001,July,Washington,6
4865,2001,July,Wisconsin,21
4866,2001,July,Wisconsin,0
4867,2001,July,Wyoming,4
4868,2001,August,Alaska,2
4869,2001,August,Arizona,62
4870,2001,August,Arizona,62
4871,2001,August,Arkansas,32
4872,2001,August,California,4
4873,2001,August,California,0
4874,2001,August,California,4
4875,2001,August,California,34
4876,2001,August,California,20
4877,2001,August,California,13
4878,2001,August,California,3
4879,2001,August,California,2
4880,2001,August,Colorado,0
4881,2001,August,Connecticut,8
4882,2001,August,Connecticut,4
4883,2001,August,Florida,3
4884,2001,August,Florida,4
4885,2001,August,Florida,5
4886,2001,August,Florida,2
4887,2001,August,Florida,2
4888,2001,August,Florida,6
4889,2001,August,Florida,2
4890,2001,August,Florida,4
4891,2001,August,Florida,2
4892,2001,August,Florida,2
4893,2001,August,Florida,2
4894,2001,August,Florida,11
4895,2001,August,Florida,6
4896,2001,August,Florida,4
4897,2001,August,Florida,15
4898,2001,August,Florida,3
4899,2001,August,Florida,3
4900,2001,August,Florida,7
4901,2001,August,Florida,4
4902,2001,August,Florida,4
4903,2001,August,Florida,4
4904,2001,August,Georgia,0
4905,2001,August,Hawaii,19
4906,2001,August,Hawaii,24
4907,2001,August,Illinois,0
4908,2001,August,Illinois,21
4909,2001,August,Illinois,0
4910,2001,August,Illinois,2
4911,2001,August,Illinois,4
4912,2001,August,Illinois,20
4913,2001,August,Illinois,0
4914,2001,August,Illinois,4
4915,2001,August,Maryland,3
4916,2001,August,Maryland,3
4917,2001,August,Maryland,0
4918,2001,August,Maryland,0
4919,2001,August,Maryland,14
4920,2001,August,Maryland,0
4921,2001,August,Maryland,2
4922,2001,August,Michigan,21
4923,2001,August,Michigan,3
4924,2001,August,Minnesota,11
4925,2001,August,Minnesota,5
4926,2001,August,Minnesota,0
4927,2001,August,"New York",41
4928,2001,August,"New York",2
4929,2001,August,"New York",2
4930,2001,August,"New York",11
4931,2001,August,Ohio,17
4932,2001,August,Ohio,6
4933,2001,August,Ohio,0
4934,2001,August,Ohio,0
4935,2001,August,Oregon,300
4936,2001,August,Oregon,3
4937,2001,August,Pennsylvania,16
4938,2001,August,Tennessee,56
4939,2001,August,Tennessee,3
4940,2001,August,Texas,7
4941,2001,August,Texas,7
4942,2001,August,Texas,7
4943,2001,August,Texas,16
4944,2001,August,Utah,8
4945,2001,August,Vermont,0
4946,2001,August,Vermont,11
4947,2001,August,Virginia,8
4948,2001,August,Washington,6
4949,2001,August,Washington,30
4950,2001,August,Wisconsin,55
4951,2001,August,Wisconsin,4
4952,2001,August,Wisconsin,8
4953,2001,August,Wisconsin,42
4954,2001,August,Wyoming,4
4955,2001,September,Arizona,35
4956,2001,September,Arkansas,43
4957,2001,September,California,36
4958,2001,September,California,4
4959,2001,September,California,6
4960,2001,September,California,0
4961,2001,September,California,40
4962,2001,September,California,4
4963,2001,September,California,15
4964,2001,September,California,13
4965,2001,September,Colorado,26
4966,2001,September,Colorado,6
4967,2001,September,Florida,3
4968,2001,September,Florida,2
4969,2001,September,Florida,2
4970,2001,September,Florida,13
4971,2001,September,Florida,2
4972,2001,September,Florida,2
4973,2001,September,Florida,2
4974,2001,September,Florida,2
4975,2001,September,Florida,16
4976,2001,September,Florida,4
4977,2001,September,Florida,3
4978,2001,September,Florida,2
4979,2001,September,Florida,4
4980,2001,September,Florida,2
4981,2001,September,Florida,4
4982,2001,September,Florida,3
4983,2001,September,Florida,2
4984,2001,September,Florida,4
4985,2001,September,Georgia,5
4986,2001,September,Georgia,2
4987,2001,September,Georgia,4
4988,2001,September,Georgia,30
4989,2001,September,Hawaii,21
4990,2001,September,Hawaii,2
4991,2001,September,Hawaii,5
4992,2001,September,Hawaii,3
4993,2001,September,Hawaii,2
4994,2001,September,Hawaii,2
4995,2001,September,Hawaii,3
4996,2001,September,Hawaii,2
4997,2001,September,Illinois,5
4998,2001,September,Illinois,2
4999,2001,September,Illinois,8
5000,2001,September,Illinois,12
5001,2001,September,Illinois,0
5002,2001,September,Iowa,12
5003,2001,September,Iowa,27
5004,2001,September,Kansas,55
5005,2001,September,Kentucky,4
5006,2001,September,Maryland,6
5007,2001,September,Maryland,4
5008,2001,September,Maryland,3
5009,2001,September,Massachusetts,12
5010,2001,September,Michigan,4
5011,2001,September,Michigan,2
5012,2001,September,Minnesota,6
5013,2001,September,Minnesota,10
5014,2001,September,Multistate,40
5015,2001,September,Nevada,9
5016,2001,September,"New York",5
5017,2001,September,"New York",10
5018,2001,September,Ohio,0
5019,2001,September,Ohio,112
5020,2001,September,Ohio,8
5021,2001,September,Oregon,3
5022,2001,September,Oregon,8
5023,2001,September,Oregon,7
5024,2001,September,Pennsylvania,168
5025,2001,September,Pennsylvania,15
5026,2001,September,"South Carolina",25
5027,2001,September,Tennessee,9
5028,2001,September,Texas,4
5029,2001,September,Virginia,51
5030,2001,September,Washington,43
5031,2001,September,Washington,14
5032,2001,September,Washington,2
5033,2001,September,"West Virginia",0
5034,2001,September,Wisconsin,0
5035,2001,September,Wisconsin,10
5036,2001,October,Alabama,5
5037,2001,October,California,6
5038,2001,October,California,2
5039,2001,October,California,7
5040,2001,October,California,9
5041,2001,October,California,2
5042,2001,October,California,5
5043,2001,October,California,6
5044,2001,October,California,9
5045,2001,October,Colorado,15
5046,2001,October,Florida,33
5047,2001,October,Florida,46
5048,2001,October,Florida,2
5049,2001,October,Florida,2
5050,2001,October,Florida,2
5051,2001,October,Florida,2
5052,2001,October,Florida,8
5053,2001,October,Florida,3
5054,2001,October,Florida,2
5055,2001,October,Florida,7
5056,2001,October,Florida,3
5057,2001,October,Florida,3
5058,2001,October,Florida,11
5059,2001,October,Florida,4
5060,2001,October,Florida,3
5061,2001,October,Florida,79
5062,2001,October,Georgia,18
5063,2001,October,Georgia,58
5064,2001,October,Georgia,28
5065,2001,October,Georgia,20
5066,2001,October,Idaho,17
5067,2001,October,Illinois,175
5068,2001,October,Illinois,51
5069,2001,October,Illinois,63
5070,2001,October,Illinois,0
5071,2001,October,Illinois,0
5072,2001,October,Illinois,0
5073,2001,October,Illinois,0
5074,2001,October,Kansas,7
5075,2001,October,Kentucky,11
5076,2001,October,Maryland,5
5077,2001,October,Maryland,2
5078,2001,October,Massachusetts,53
5079,2001,October,Michigan,34
5080,2001,October,Michigan,19
5081,2001,October,Minnesota,40
5082,2001,October,"New Jersey",7
5083,2001,October,"New York",72
5084,2001,October,"New York",32
5085,2001,October,"New York",40
5086,2001,October,Ohio,0
5087,2001,October,Ohio,3
5088,2001,October,Oregon,37
5089,2001,October,Oregon,25
5090,2001,October,Pennsylvania,16
5091,2001,October,"South Carolina",36
5092,2001,October,Tennessee,9
5093,2001,October,Texas,16
5094,2001,October,Texas,2
5095,2001,October,Texas,14
5096,2001,October,Vermont,4
5097,2001,October,Washington,2
5098,2001,October,Washington,56
5099,2001,October,Washington,4
5100,2001,October,Washington,2
5101,2001,October,Washington,3
5102,2001,October,Washington,3
5103,2001,October,"West Virginia",16
5104,2001,October,Wisconsin,0
5105,2001,October,Wisconsin,31
5106,2001,October,Wisconsin,34
5107,2001,November,California,54
5108,2001,November,California,0
5109,2001,November,California,8
5110,2001,November,California,2
5111,2001,November,California,6
5112,2001,November,California,6
5113,2001,November,California,27
5114,2001,November,California,4
5115,2001,November,California,26
5116,2001,November,Colorado,41
5117,2001,November,Connecticut,11
5118,2001,November,Florida,2
5119,2001,November,Florida,5
5120,2001,November,Florida,3
5121,2001,November,Florida,4
5122,2001,November,Florida,2
5123,2001,November,Florida,11
5124,2001,November,Florida,2
5125,2001,November,Florida,3
5126,2001,November,Florida,25
5127,2001,November,Florida,2
5128,2001,November,Florida,2
5129,2001,November,Florida,3
5130,2001,November,Florida,4
5131,2001,November,Florida,2
5132,2001,November,Florida,2
5133,2001,November,Florida,58
5134,2001,November,Florida,4
5135,2001,November,Georgia,53
5136,2001,November,Georgia,25
5137,2001,November,Georgia,14
5138,2001,November,Hawaii,3
5139,2001,November,Hawaii,5
5140,2001,November,Hawaii,2
5141,2001,November,Illinois,14
5142,2001,November,Louisiana,87
5143,2001,November,Maryland,0
5144,2001,November,Maryland,2
5145,2001,November,Maryland,5
5146,2001,November,Maryland,7
5147,2001,November,Minnesota,4
5148,2001,November,Minnesota,22
5149,2001,November,Minnesota,4
5150,2001,November,Multistate,5
5151,2001,November,Multistate,12
5152,2001,November,"New Jersey",26
5153,2001,November,"New Jersey",6
5154,2001,November,"New Jersey",25
5155,2001,November,"New York",0
5156,2001,November,"New York",28
5157,2001,November,"New York",30
5158,2001,November,"New York",9
5159,2001,November,"New York",17
5160,2001,November,"New York",13
5161,2001,November,"New York",0
5162,2001,November,"New York",13
5163,2001,November,"North Carolina",202
5164,2001,November,Ohio,0
5165,2001,November,Ohio,2
5166,2001,November,Ohio,0
5167,2001,November,Ohio,105
5168,2001,November,Ohio,2
5169,2001,November,Oklahoma,7
5170,2001,November,Oregon,26
5171,2001,November,Pennsylvania,75
5172,2001,November,Pennsylvania,53
5173,2001,November,Pennsylvania,75
5174,2001,November,"Rhode Island",150
5175,2001,November,Tennessee,2
5176,2001,November,Tennessee,12
5177,2001,November,Texas,5
5178,2001,November,Texas,404
5179,2001,November,Texas,20
5180,2001,November,Virginia,23
5181,2001,November,Virginia,91
5182,2001,November,Virginia,28
5183,2001,November,Washington,2
5184,2001,November,Washington,2
5185,2001,November,Washington,7
5186,2001,November,Washington,2
5187,2001,November,Washington,3
5188,2001,November,Washington,5
5189,2001,November,Washington,21
5190,2001,November,Washington,2
5191,2001,November,Wisconsin,75
5192,2001,November,Wisconsin,13
5193,2001,December,California,7
5194,2001,December,California,10
5195,2001,December,California,12
5196,2001,December,California,8
5197,2001,December,California,7
5198,2001,December,California,14
5199,2001,December,California,13
5200,2001,December,California,10
5201,2001,December,California,5
5202,2001,December,California,2
5203,2001,December,California,12
5204,2001,December,California,4
5205,2001,December,California,13
5206,2001,December,California,0
5207,2001,December,California,10
5208,2001,December,California,11
5209,2001,December,California,32
5210,2001,December,California,38
5211,2001,December,California,9
5212,2001,December,California,14
5213,2001,December,Colorado,98
5214,2001,December,Colorado,4
5215,2001,December,Connecticut,25
5216,2001,December,Connecticut,0
5217,2001,December,Florida,26
5218,2001,December,Florida,48
5219,2001,December,Florida,16
5220,2001,December,Florida,3
5221,2001,December,Florida,5
5222,2001,December,Florida,2
5223,2001,December,Florida,4
5224,2001,December,Florida,2
5225,2001,December,Florida,2
5226,2001,December,Florida,34
5227,2001,December,Florida,70
5228,2001,December,Florida,2
5229,2001,December,Florida,2
5230,2001,December,Florida,5
5231,2001,December,Florida,2
5232,2001,December,Florida,3
5233,2001,December,Florida,2
5234,2001,December,Georgia,17
5235,2001,December,Georgia,7
5236,2001,December,Hawaii,3
5237,2001,December,Hawaii,35
5238,2001,December,Illinois,14
5239,2001,December,Illinois,4
5240,2001,December,Illinois,27
5241,2001,December,Illinois,19
5242,2001,December,Illinois,8
5243,2001,December,Illinois,18
5244,2001,December,Illinois,6
5245,2001,December,Illinois,3
5246,2001,December,Indiana,23
5247,2001,December,Indiana,0
5248,2001,December,Indiana,13
5249,2001,December,Iowa,0
5250,2001,December,Iowa,22
5251,2001,December,Maryland,2
5252,2001,December,Maryland,67
5253,2001,December,Maryland,30
5254,2001,December,Maryland,0
5255,2001,December,Maryland,2
5256,2001,December,Maryland,0
5257,2001,December,Maryland,25
5258,2001,December,Maryland,2
5259,2001,December,Massachusetts,45
5260,2001,December,Michigan,8
5261,2001,December,Minnesota,10
5262,2001,December,Minnesota,6
5263,2001,December,Minnesota,18
5264,2001,December,Minnesota,30
5265,2001,December,"New Jersey",40
5266,2001,December,"New Jersey",5
5267,2001,December,"New Jersey",28
5268,2001,December,"New Jersey",17
5269,2001,December,"New York",11
5270,2001,December,"New York",17
5271,2001,December,"New York",31
5272,2001,December,"New York",6
5273,2001,December,"New York",250
5274,2001,December,"New York",11
5275,2001,December,"New York",0
5276,2001,December,"New York",0
5277,2001,December,"North Carolina",38
5278,2001,December,"North Carolina",15
5279,2001,December,Ohio,0
5280,2001,December,Ohio,0
5281,2001,December,Ohio,9
5282,2001,December,Ohio,0
5283,2001,December,Oklahoma,7
5284,2001,December,Oregon,2
5285,2001,December,Pennsylvania,4
5286,2001,December,Pennsylvania,0
5287,2001,December,Pennsylvania,39
5288,2001,December,Tennessee,62
5289,2001,December,Tennessee,19
5290,2001,December,Tennessee,11
5291,2001,December,Tennessee,10
5292,2001,December,Utah,28
5293,2001,December,Utah,22
5294,2001,December,Vermont,49
5295,2001,December,Vermont,4
5296,2001,December,Virginia,22
5297,2001,December,Virginia,33
5298,2001,December,Virginia,39
5299,2001,December,Virginia,7
5300,2001,December,Washington,39
5301,2001,December,Washington,3
5302,2001,December,Washington,2
5303,2001,December,Washington,6
5304,2001,December,Washington,4
5305,2001,December,"West Virginia",30
5306,2001,December,Wisconsin,26
5307,2001,December,Wyoming,4
5308,2002,January,Alabama,2
5309,2002,January,Alabama,2
5310,2002,January,Alabama,4
5311,2002,January,Alabama,5
5312,2002,January,Alabama,2
5313,2002,January,Alabama,2
5314,2002,January,Alaska,7
5315,2002,January,Alaska,9
5316,2002,January,California,0
5317,2002,January,California,2
5318,2002,January,California,2
5319,2002,January,California,5
5320,2002,January,California,0
5321,2002,January,California,0
5322,2002,January,California,0
5323,2002,January,California,0
5324,2002,January,California,170
5325,2002,January,California,4
5326,2002,January,California,6
5327,2002,January,California,15
5328,2002,January,California,4
5329,2002,January,California,4
5330,2002,January,California,0
5331,2002,January,California,0
5332,2002,January,California,0
5333,2002,January,Colorado,3
5334,2002,January,Connecticut,113
5335,2002,January,Florida,3
5336,2002,January,Florida,2
5337,2002,January,Florida,2
5338,2002,January,Florida,13
5339,2002,January,Florida,2
5340,2002,January,Florida,5
5341,2002,January,Florida,2
5342,2002,January,Florida,2
5343,2002,January,Florida,6
5344,2002,January,Florida,7
5345,2002,January,Florida,5
5346,2002,January,Florida,3
5347,2002,January,Florida,2
5348,2002,January,Florida,3
5349,2002,January,Florida,2
5350,2002,January,Florida,3
5351,2002,January,Florida,2
5352,2002,January,Florida,2
5353,2002,January,Florida,6
5354,2002,January,Florida,6
5355,2002,January,Guam,6
5356,2002,January,Guam,2
5357,2002,January,Hawaii,2
5358,2002,January,Hawaii,2
5359,2002,January,Illinois,4
5360,2002,January,Illinois,32
5361,2002,January,Illinois,3
5362,2002,January,Illinois,15
5363,2002,January,Illinois,2
5364,2002,January,Illinois,2
5365,2002,January,Illinois,22
5366,2002,January,Illinois,130
5367,2002,January,Illinois,5
5368,2002,January,Indiana,22
5369,2002,January,Maine,3
5370,2002,January,Maine,4
5371,2002,January,Maine,15
5372,2002,January,Maryland,0
5373,2002,January,Maryland,3
5374,2002,January,Maryland,2
5375,2002,January,Maryland,63
5376,2002,January,Maryland,6
5377,2002,January,Massachusetts,10
5378,2002,January,Massachusetts,40
5379,2002,January,Michigan,8
5380,2002,January,Michigan,6
5381,2002,January,Michigan,2
5382,2002,January,Michigan,2
5383,2002,January,Minnesota,6
5384,2002,January,Minnesota,0
5385,2002,January,Minnesota,14
5386,2002,January,Minnesota,15
5387,2002,January,Minnesota,6
5388,2002,January,Multistate,21
5389,2002,January,Nevada,31
5390,2002,January,"New Mexico",4
5391,2002,January,"New York",0
5392,2002,January,"New York",0
5393,2002,January,"North Carolina",18
5394,2002,January,Ohio,11
5395,2002,January,Ohio,0
5396,2002,January,Ohio,4
5397,2002,January,Ohio,27
5398,2002,January,Ohio,4
5399,2002,January,Ohio,10
5400,2002,January,Tennessee,11
5401,2002,January,Tennessee,8
5402,2002,January,Tennessee,0
5403,2002,January,Tennessee,16
5404,2002,January,Texas,0
5405,2002,January,Utah,13
5406,2002,January,Vermont,26
5407,2002,January,Washington,2
5408,2002,January,Washington,5
5409,2002,January,Washington,2
5410,2002,January,Washington,2
5411,2002,January,Wisconsin,18
5412,2002,February,Alaska,16
5413,2002,February,Alaska,22
5414,2002,February,Arkansas,0
5415,2002,February,Arkansas,0
5416,2002,February,California,0
5417,2002,February,California,0
5418,2002,February,California,20
5419,2002,February,California,3
5420,2002,February,California,0
5421,2002,February,California,19
5422,2002,February,California,5
5423,2002,February,California,11
5424,2002,February,California,39
5425,2002,February,California,7
5426,2002,February,California,11
5427,2002,February,California,0
5428,2002,February,Colorado,0
5429,2002,February,Connecticut,3
5430,2002,February,Connecticut,8
5431,2002,February,Florida,4
5432,2002,February,Florida,6
5433,2002,February,Florida,8
5434,2002,February,Florida,2
5435,2002,February,Florida,8
5436,2002,February,Florida,3
5437,2002,February,Florida,8
5438,2002,February,Florida,2
5439,2002,February,Florida,29
5440,2002,February,Florida,2
5441,2002,February,Florida,2
5442,2002,February,Florida,6
5443,2002,February,Georgia,11
5444,2002,February,Georgia,13
5445,2002,February,Guam,2
5446,2002,February,Hawaii,4
5447,2002,February,Hawaii,4
5448,2002,February,Hawaii,2
5449,2002,February,Illinois,69
5450,2002,February,Illinois,2
5451,2002,February,Illinois,2
5452,2002,February,Illinois,7
5453,2002,February,Illinois,0
5454,2002,February,Illinois,8
5455,2002,February,Indiana,6
5456,2002,February,Indiana,25
5457,2002,February,Maryland,4
5458,2002,February,Maryland,3
5459,2002,February,Maryland,0
5460,2002,February,Maryland,10
5461,2002,February,Maryland,5
5462,2002,February,Maryland,3
5463,2002,February,Maryland,0
5464,2002,February,Michigan,2
5465,2002,February,Michigan,5
5466,2002,February,Michigan,0
5467,2002,February,Michigan,0
5468,2002,February,Michigan,2
5469,2002,February,Michigan,3
5470,2002,February,Michigan,5
5471,2002,February,Michigan,0
5472,2002,February,Missouri,104
5473,2002,February,Multistate,47
5474,2002,February,"New Jersey",15
5475,2002,February,"New York",10
5476,2002,February,"New York",0
5477,2002,February,"New York",6
5478,2002,February,Ohio,42
5479,2002,February,Ohio,8
5480,2002,February,Oregon,6
5481,2002,February,Oregon,27
5482,2002,February,Pennsylvania,25
5483,2002,February,Tennessee,4
5484,2002,February,Tennessee,4
5485,2002,February,Tennessee,44
5486,2002,February,Virginia,23
5487,2002,February,Washington,2
5488,2002,February,Washington,4
5489,2002,February,Washington,2
5490,2002,February,"Washington DC",23
5491,2002,February,Wisconsin,17
5492,2002,February,Wyoming,24
5493,2002,March,Alabama,3
5494,2002,March,Alabama,3
5495,2002,March,California,5
5496,2002,March,California,6
5497,2002,March,California,2
5498,2002,March,California,0
5499,2002,March,California,3
5500,2002,March,California,10
5501,2002,March,California,60
5502,2002,March,California,35
5503,2002,March,California,85
5504,2002,March,California,10
5505,2002,March,California,27
5506,2002,March,California,4
5507,2002,March,California,2
5508,2002,March,California,5
5509,2002,March,California,0
5510,2002,March,California,2
5511,2002,March,California,0
5512,2002,March,California,0
5513,2002,March,California,0
5514,2002,March,California,22
5515,2002,March,California,10
5516,2002,March,Florida,2
5517,2002,March,Florida,7
5518,2002,March,Florida,2
5519,2002,March,Florida,4
5520,2002,March,Florida,2
5521,2002,March,Florida,18
5522,2002,March,Florida,2
5523,2002,March,Florida,5
5524,2002,March,Florida,3
5525,2002,March,Florida,2
5526,2002,March,Florida,4
5527,2002,March,Florida,2
5528,2002,March,Florida,2
5529,2002,March,Florida,0
5530,2002,March,Florida,0
5531,2002,March,Florida,4
5532,2002,March,Florida,2
5533,2002,March,Florida,2
5534,2002,March,Florida,3
5535,2002,March,Florida,2
5536,2002,March,Florida,23
5537,2002,March,Florida,3
5538,2002,March,Florida,4
5539,2002,March,Florida,3
5540,2002,March,Florida,16
5541,2002,March,Georgia,129
5542,2002,March,Hawaii,4
5543,2002,March,Hawaii,19
5544,2002,March,Hawaii,37
5545,2002,March,Hawaii,0
5546,2002,March,Illinois,56
5547,2002,March,Illinois,3
