WeatherKey,WeatherDate,TempHighInF,TempAverageInF,TempLowInF,HumidityHighPercentage,HumidityAveragePercentage,HumidityLowPercentage,WindHighInMpf,WindAverageInMpf,WindGustHighInMpf,SnowFallInInches,PrecipitationInInches,Month
3643,2017-12-21,33,30,26,53,44,35,22,10,29,0,0,December
3644,2017-12-22,38,31,23,100,68,36,16,9,20,0.1,0.1,December
3645,2017-12-23,43,34,25,100,93,86,16,8,22,0.58,0.58,December
3646,2017-12-24,39,36,32,92,78,64,24,11,28,0,0,December
3647,2017-12-25,38,31,23,100,70,39,31,19,40,0.44,0.44,December
3648,2017-12-26,27,23,19,59,48,36,26,15,35,0,0,December
3649,2017-12-27,20,16,12,55,47,39,18,13,26,0,0,December
3650,2017-12-28,12,9,5,60,49,38,31,17,39,0,0,December
3651,2017-12-29,14,8,2,69,60,51,21,12,26,0,0,December
3652,2017-12-30,18,12,6,84,69,53,20,9,23,0.01,0,December
3653,2017-12-31,13,9,4,84,65,46,25,15,33,0,0,December
32,2008-02-01,54,40,26,100,76,51,28,16,37,0,1.14,February
33,2008-02-02,53,46,38,100,75,49,30,17,41,0.02,0.02,February
34,2008-02-03,45,41,37,64,55,45,14,7,21,0,0,February
35,2008-02-04,40,36,32,75,63,50,9,6,13,0,0,February
36,2008-02-05,45,41,36,100,88,75,21,8,24,0.43,0.43,February
37,2008-02-06,46,41,36,100,95,89,20,10,25,0,0.94,February
38,2008-02-07,37,33,29,100,96,92,29,13,33,0.66,0.66,February
39,2008-02-08,32,30,28,92,89,85,14,7,17,0.08,0,February
40,2008-02-09,37,30,23,100,82,64,13,6,21,0.05,0,February
41,2008-02-10,43,30,16,89,68,47,38,15,56,0.05,0.05,February
42,2008-02-11,26,19,12,56,48,40,31,22,48,0,0,February
43,2008-02-12,30,23,16,88,63,37,16,8,23,0.15,0,February
44,2008-02-13,40,33,25,100,93,85,20,11,29,2.66,2.66,February
45,2008-02-14,39,34,29,76,60,43,21,15,32,0,0,February
46,2008-02-15,47,37,27,69,54,39,28,16,35,0,0,February
47,2008-02-16,31,26,20,54,43,31,21,10,25,0,0,February
48,2008-02-17,45,33,21,82,62,42,23,11,31,0,0,February
49,2008-02-18,62,52,42,93,77,61,35,20,45,0,0.54,February
50,2008-02-19,45,37,28,75,54,33,33,16,41,0,0,February
51,2008-02-20,31,28,24,50,42,33,25,15,37,0,0,February
52,2008-02-21,31,26,20,56,41,25,20,12,24,0,0,February
53,2008-02-22,32,28,23,92,66,40,17,9,23,0.75,0,February
54,2008-02-23,34,30,25,88,72,56,14,8,22,0,0,February
55,2008-02-24,39,31,22,65,53,40,16,10,23,0,0,February
56,2008-02-25,47,37,26,68,47,26,16,9,22,0,0,February
57,2008-02-26,40,35,29,92,70,48,25,7,30,0.39,0.39,February
58,2008-02-27,40,33,25,92,75,58,20,12,25,0.05,0,February
59,2008-02-28,28,23,17,88,63,38,22,14,32,0.03,0,February
60,2008-02-29,25,18,11,68,53,37,18,9,24,0,0,February
398,2009-02-01,45,32,19,69,55,40,18,8,24,0,0,February
399,2009-02-02,48,39,30,85,61,37,14,6,20,0,0,February
400,2009-02-03,35,30,24,92,78,64,29,14,36,0.21,0,February
401,2009-02-04,26,20,13,88,62,36,21,12,28,0.03,0,February
402,2009-02-05,20,14,8,58,47,35,23,15,31,0,0,February
403,2009-02-06,27,19,11,58,50,42,15,10,21,0,0,February
404,2009-02-07,42,29,16,70,59,47,26,13,32,0,0,February
405,2009-02-08,51,43,35,76,53,30,33,17,43,0,0,February
406,2009-02-09,39,32,25,56,44,32,21,9,29,0,0,February
407,2009-02-10,37,31,25,82,61,39,13,5,16,0,0,February
408,2009-02-11,58,46,33,89,72,55,14,5,21,0,0,February
409,2009-02-12,53,46,39,100,77,53,32,18,47,0,0.16,February
410,2009-02-13,42,36,29,59,46,32,26,18,37,0,0,February
411,2009-02-14,42,34,25,55,38,20,33,16,27,0,0,February
412,2009-02-15,41,34,27,53,44,35,20,12,28,0,0,February
413,2009-02-16,35,30,25,78,65,51,15,9,17,0,0,February
414,2009-02-17,37,31,24,69,56,43,14,7,17,0,0,February
415,2009-02-18,42,33,24,96,68,39,23,11,32,0.11,0.11,February
416,2009-02-19,48,38,28,100,79,58,31,10,40,0.3,0.3,February
417,2009-02-20,30,27,23,78,60,42,32,19,43,0.02,0,February
418,2009-02-21,39,33,27,58,46,34,24,13,32,0,0,February
419,2009-02-22,42,36,29,96,77,58,32,10,45,0.78,0.78,February
420,2009-02-23,34,29,23,89,67,45,33,22,45,0,0,February
421,2009-02-24,37,29,20,56,44,32,24,15,35,0,0,February
422,2009-02-25,36,29,22,78,59,40,13,7,17,0,0,February
423,2009-02-26,48,38,28,85,63,41,21,9,26,0,0,February
424,2009-02-27,60,47,34,92,75,57,35,18,45,0,0.17,February
425,2009-02-28,52,41,30,96,66,35,23,14,31,0,0.02,February
763,2010-02-01,35,29,22,54,40,25,23,15,30,0,0,February
764,2010-02-02,31,28,24,57,48,39,16,7,21,0,0,February
765,2010-02-03,33,29,25,92,73,54,15,6,53,0.02,0,February
766,2010-02-04,34,30,25,68,43,18,24,13,32,0,0,February
767,2010-02-05,35,29,22,55,44,32,18,10,23,0,0,February
768,2010-02-06,25,22,18,73,53,32,23,14,28,0,0,February
769,2010-02-07,34,24,14,59,46,32,25,17,32,0,0,February
770,2010-02-08,33,28,22,62,49,35,26,16,35,0,0,February
771,2010-02-09,41,32,23,59,48,37,21,10,30,0,0,February
772,2010-02-10,36,33,29,89,70,51,37,15,45,0.2,0.2,February
773,2010-02-11,40,35,29,63,52,40,23,16,32,0,0,February
774,2010-02-12,39,32,25,53,38,22,20,13,25,0,0,February
775,2010-02-13,38,31,23,47,42,37,21,12,28,0,0,February
776,2010-02-14,41,34,27,57,49,40,26,17,36,0,0,February
777,2010-02-15,40,35,30,69,55,40,25,13,33,0,0,February
778,2010-02-16,34,32,30,100,82,63,29,12,35,0.65,0.65,February
779,2010-02-17,37,33,28,85,72,59,23,13,30,0,0,February
780,2010-02-18,46,40,33,69,56,42,30,16,38,0,0,February
781,2010-02-19,43,37,31,61,52,43,29,18,40,0,0,February
782,2010-02-20,50,42,34,64,52,39,24,14,31,0,0,February
783,2010-02-21,42,37,32,64,51,38,24,14,31,0,0,February
784,2010-02-22,46,38,30,76,61,45,20,10,28,0,0,February
785,2010-02-23,40,37,33,92,84,76,22,14,28,0,0,February
786,2010-02-24,42,39,36,100,93,85,26,17,30,0,1.12,February
787,2010-02-25,45,41,37,100,96,92,47,17,60,0,1.28,February
788,2010-02-26,44,39,34,92,83,73,33,18,41,0.03,0.03,February
789,2010-02-27,40,36,31,96,80,64,17,8,21,0.04,0.04,February
790,2010-02-28,38,34,29,92,78,64,26,9,33,0,0,February
1128,2011-02-01,22,19,16,92,63,33,17,10,21,0.45,0,February
1129,2011-02-02,36,28,20,96,87,77,23,13,29,0.86,0.86,February
1130,2011-02-03,28,24,19,84,70,55,15,7,20,0,0,February
1131,2011-02-04,33,25,16,69,54,39,21,12,28,0,0,February
1132,2011-02-05,37,30,22,75,67,59,17,7,21,0,0,February
1133,2011-02-06,42,39,35,100,75,49,31,15,40,0,0,February
1134,2011-02-07,42,36,29,85,68,51,13,6,16,0,0.02,February
1135,2011-02-08,39,28,17,96,74,51,33,13,45,0.27,0.27,February
1136,2011-02-09,31,22,13,59,46,32,29,15,39,0,0,February
1137,2011-02-10,28,24,19,57,44,31,20,11,25,0,0,February
1138,2011-02-11,29,21,13,62,45,27,22,10,26,0,0,February
1139,2011-02-12,39,30,21,88,61,34,26,13,35,0,0,February
1140,2011-02-13,37,30,23,70,56,42,23,13,29,0,0,February
1141,2011-02-14,52,44,35,70,54,38,32,16,41,0,0,February
1142,2011-02-15,35,28,21,55,39,23,33,20,46,0,0,February
1143,2011-02-16,41,30,19,59,42,25,22,10,28,0,0,February
1144,2011-02-17,60,48,36,70,56,41,14,6,17,0,0,February
1145,2011-02-18,60,49,37,86,57,28,37,10,53,0,0.05,February
1146,2011-02-19,49,33,17,48,37,26,36,23,49,0,0,February
1147,2011-02-20,36,27,17,49,40,31,32,17,45,0,0,February
1148,2011-02-21,30,22,14,88,60,32,24,12,32,0.08,0,February
1149,2011-02-22,38,26,13,55,42,29,22,12,26,0,0,February
1150,2011-02-23,41,32,22,40,28,15,17,10,24,0,0,February
1151,2011-02-24,44,34,24,64,43,22,17,9,22,0,0,February
1152,2011-02-25,39,35,30,100,88,76,33,12,46,1.63,1.63,February
1153,2011-02-26,37,33,28,69,58,47,29,11,38,0,0,February
1154,2011-02-27,32,27,22,92,83,74,18,8,22,0.31,0,February
1155,2011-02-28,46,36,25,92,84,76,25,9,32,0,0.63,February
1493,2012-02-01,59,47,35,92,70,47,22,8,32,0,0,February
1494,2012-02-02,45,38,31,79,66,53,18,11,22,0,0,February
1495,2012-02-03,39,32,25,63,44,25,18,11,26,0,0,February
1496,2012-02-04,43,36,28,64,50,35,20,12,28,0,0,February
1497,2012-02-05,36,29,22,57,43,29,13,7,22,0,0,February
1498,2012-02-06,50,39,28,58,44,29,22,14,29,0,0,February
1499,2012-02-07,46,38,30,64,52,39,17,10,24,0,0,February
1500,2012-02-08,38,30,22,53,38,23,16,8,20,0,0,February
1501,2012-02-09,47,39,30,63,43,23,15,9,21,0,0,February
1502,2012-02-10,50,40,30,65,46,27,17,11,25,0,0,February
1503,2012-02-11,39,35,30,92,73,53,22,11,26,0.07,0.07,February
1504,2012-02-12,30,23,16,51,40,29,33,17,44,0,0,February
1505,2012-02-13,41,29,17,62,47,32,26,14,35,0,0,February
1506,2012-02-14,44,36,28,75,51,27,13,6,17,0,0,February
1507,2012-02-15,43,39,34,92,83,73,7,2,9,0,0,February
1508,2012-02-16,45,40,35,92,75,58,15,6,17,0,0.04,February
1509,2012-02-17,53,46,38,96,66,36,21,11,29,0,0.01,February
1510,2012-02-18,47,41,34,82,57,31,22,13,29,0,0,February
1511,2012-02-19,46,39,31,70,49,28,18,9,23,0,0,February
1512,2012-02-20,41,35,28,53,38,23,26,12,36,0,0,February
1513,2012-02-21,44,36,28,70,52,33,21,9,28,0,0,February
1514,2012-02-22,57,47,36,92,61,30,18,9,26,0,0,February
1515,2012-02-23,55,48,41,93,66,38,26,12,35,0,0.05,February
1516,2012-02-24,42,39,36,93,70,46,21,8,26,0.54,0.54,February
1517,2012-02-25,45,39,33,85,59,33,41,23,53,0,0,February
1518,2012-02-26,41,34,27,53,36,19,31,16,41,0,0,February
1519,2012-02-27,52,39,26,62,48,33,23,11,31,0,0,February
1520,2012-02-28,48,41,34,62,45,28,24,13,33,0,0,February
1521,2012-02-29,36,34,31,96,67,38,25,9,32,0.29,0.29,February
1859,2013-02-01,34,29,23,47,38,28,28,17,33,0,0,February
1860,2013-02-02,30,25,19,50,42,34,22,13,29,0,0,February
1861,2013-02-03,27,25,23,81,66,50,17,8,22,0.03,0,February
1862,2013-02-04,31,27,22,81,57,32,28,17,38,0,0,February
1863,2013-02-05,27,25,22,81,60,38,18,7,24,0.03,0,February
1864,2013-02-06,40,33,26,92,62,32,22,10,30,0.01,0,February
1865,2013-02-07,30,24,18,58,43,27,18,9,24,0,0,February
1866,2013-02-08,34,27,20,100,82,63,46,26,76,1.25,0,February
1867,2013-02-09,20,18,15,92,76,59,41,21,69,0.14,0,February
1868,2013-02-10,36,26,15,59,43,27,21,8,30,0,0,February
1869,2013-02-11,45,33,20,100,79,58,14,7,18,0.2,0.2,February
1870,2013-02-12,44,40,36,92,71,49,28,15,36,0,0,February
1871,2013-02-13,42,36,30,82,64,45,16,7,22,0,0,February
1872,2013-02-14,42,37,32,75,57,39,15,9,23,0,0,February
1873,2013-02-15,47,39,30,96,75,53,21,10,25,0,0,February
1874,2013-02-16,38,35,32,89,70,51,16,8,21,0.01,0,February
1875,2013-02-17,32,25,18,84,62,39,40,22,54,0.2,0,February
1876,2013-02-18,33,25,16,51,38,25,33,20,43,0,0,February
1877,2013-02-19,45,36,26,96,65,33,22,10,25,0,0.45,February
1878,2013-02-20,43,35,27,96,69,42,24,17,37,0,0.01,February
1879,2013-02-21,33,29,25,57,48,39,26,18,37,0,0,February
1880,2013-02-22,38,32,26,69,63,56,20,10,24,0,0,February
1881,2013-02-23,38,35,32,89,78,66,14,6,20,0.23,0.23,February
1882,2013-02-24,38,34,29,100,93,85,23,13,30,0.82,0.82,February
1883,2013-02-25,41,35,28,100,80,59,12,7,15,0.01,0,February
1884,2013-02-26,41,35,29,96,83,70,17,7,20,0,0,February
1885,2013-02-27,40,39,38,100,91,82,31,20,39,1.37,1.37,February
1886,2013-02-28,44,39,33,100,83,65,13,6,23,0,0,February
2224,2014-02-01,42,37,32,75,57,38,17,8,20,0,0,February
2225,2014-02-02,55,43,31,89,66,43,15,7,18,0,0.02,February
2226,2014-02-03,41,34,27,92,74,56,15,9,18,0.17,0,February
2227,2014-02-04,35,29,23,81,64,47,12,6,14,0,0,February
2228,2014-02-05,33,29,24,100,89,78,22,11,32,1.11,0,February
2229,2014-02-06,28,24,19,81,64,46,17,8,22,0,0,February
2230,2014-02-07,30,25,19,57,50,42,18,11,23,0,0,February
2231,2014-02-08,29,24,18,50,41,31,20,10,28,0,0,February
2232,2014-02-09,30,26,21,85,61,37,14,8,17,0.03,0,February
2233,2014-02-10,30,25,20,88,64,40,20,12,25,0,0,February
2234,2014-02-11,25,20,14,61,48,35,20,10,25,0,0,February
2235,2014-02-12,23,16,8,68,51,34,22,8,28,0,0,February
2236,2014-02-13,36,29,21,96,82,68,39,20,49,1,1,February
2237,2014-02-14,37,33,29,96,74,52,35,18,51,0.31,0.31,February
2238,2014-02-15,35,31,27,92,77,61,24,10,30,0.33,0,February
2239,2014-02-16,33,28,23,85,61,36,36,17,49,0.02,0,February
2240,2014-02-17,29,22,14,50,37,23,24,15,32,0,0,February
2241,2014-02-18,35,25,14,92,63,34,23,11,28,0.22,0.22,February
2242,2014-02-19,36,29,21,96,82,68,16,8,20,0.25,0.25,February
2243,2014-02-20,48,41,33,89,60,31,17,9,23,0,0.08,February
2244,2014-02-21,44,39,34,100,93,85,21,9,31,0,0.22,February
2245,2014-02-22,50,42,34,96,64,32,29,14,35,0,0,February
2246,2014-02-23,52,43,34,76,56,35,17,6,23,0,0,February
2247,2014-02-24,45,35,24,55,41,27,26,16,37,0,0,February
2248,2014-02-25,29,26,22,54,44,34,21,11,28,0,0,February
2249,2014-02-26,32,24,16,61,43,24,24,12,33,0,0,February
2250,2014-02-27,30,21,12,75,51,27,29,12,37,0.02,0,February
2251,2014-02-28,25,18,10,46,32,18,26,12,33,0,0,February
2589,2015-02-01,30,21,12,67,48,29,22,12,29,0,0,February
2590,2015-02-02,31,21,10,100,67,34,36,18,45,0.78,0,February
2591,2015-02-03,22,14,6,73,56,39,24,13,33,0,0,February
2592,2015-02-04,38,26,14,75,64,53,20,9,26,0,0,February
2593,2015-02-05,36,22,7,89,66,42,30,15,40,0.09,0.09,February
2594,2015-02-06,21,13,5,60,53,46,21,12,29,0,0,February
2595,2015-02-07,29,23,16,92,74,55,20,11,26,0.07,0,February
2596,2015-02-08,29,21,13,100,90,80,22,14,28,0.37,0,February
2597,2015-02-09,25,20,14,92,86,80,26,15,32,0.88,0,February
2598,2015-02-10,30,22,14,88,76,63,21,11,24,0.05,0,February
2599,2015-02-11,25,20,14,77,69,61,23,12,31,0.01,0,February
2600,2015-02-12,30,23,16,92,77,61,16,5,21,0.03,0,February
2601,2015-02-13,22,15,7,77,55,33,28,17,37,0,0,February
2602,2015-02-14,30,17,3,100,73,45,22,10,24,0.23,0,February
2603,2015-02-15,20,9,-2,92,71,50,33,21,51,0.39,0,February
2604,2015-02-16,19,8,-3,56,44,31,31,20,41,0,0,February
2605,2015-02-17,23,17,10,84,63,42,14,8,18,0.02,0,February
2606,2015-02-18,29,23,17,81,66,50,14,5,17,0.01,0,February
2607,2015-02-19,30,20,10,92,71,50,30,14,40,0.06,0,February
2608,2015-02-20,20,13,5,55,45,34,28,19,35,0,0,February
2609,2015-02-21,34,19,4,92,70,48,26,11,35,0.17,0.17,February
2610,2015-02-22,39,34,28,100,85,70,13,5,16,0.11,0.11,February
2611,2015-02-23,33,19,4,72,51,30,25,15,35,0,0,February
2612,2015-02-24,19,11,2,80,60,39,20,9,24,0,0,February
2613,2015-02-25,35,25,14,92,63,33,22,11,29,0.07,0,February
2614,2015-02-26,22,20,17,84,65,45,18,9,21,0.02,0,February
2615,2015-02-27,27,21,15,52,41,29,14,8,18,0,0,February
2616,2015-02-28,31,22,12,58,43,27,15,9,20,0,0,February
2954,2016-02-01,65,52,39,89,60,30,26,14,33,0,0,February
2955,2016-02-02,50,43,36,70,51,31,13,7,17,0,0,February
2956,2016-02-03,57,46,35,93,82,70,39,15,46,0,0.33,February
2957,2016-02-04,56,50,43,93,64,35,18,10,23,0,0.01,February
2958,2016-02-05,43,34,25,100,81,62,25,13,37,0.96,0.96,February
2959,2016-02-06,35,30,24,79,66,49,16,10,22,0,0,February
2960,2016-02-07,44,37,29,78,59,40,26,10,31,0,0,February
2961,2016-02-08,38,28,18,84,75,66,38,21,46,0.14,0,February
2962,2016-02-09,29,25,20,84,74,63,16,6,20,0,0,February
2963,2016-02-10,36,28,20,100,82,63,18,7,23,0,0,February
2964,2016-02-11,31,21,11,74,55,36,29,17,39,0.01,0,February
2965,2016-02-12,24,16,8,57,48,39,23,12,30,0,0,February
2966,2016-02-13,24,10,-4,62,45,28,32,16,43,0,0,February
2967,2016-02-14,12,2,-9,50,40,29,29,17,38,0,0,February
2968,2016-02-15,35,20,4,84,61,37,15,6,20,0.26,0.26,February
2969,2016-02-16,54,43,31,100,93,86,28,14,47,0,0.66,February
2970,2016-02-17,46,40,34,76,61,45,24,11,31,0,0,February
2971,2016-02-18,35,30,24,64,49,33,22,12,26,0,0,February
2972,2016-02-19,37,29,20,75,57,38,17,9,20,0,0,February
2973,2016-02-20,60,47,33,92,63,33,26,14,32,0,0.01,February
2974,2016-02-21,54,48,42,62,50,38,22,13,28,0,0,February
2975,2016-02-22,43,37,30,64,54,43,16,8,18,0,0,February
2976,2016-02-23,39,33,26,70,56,42,18,11,23,0,0,February
2977,2016-02-24,57,48,38,100,93,85,26,12,36,0,0.59,February
2978,2016-02-25,62,52,41,100,80,59,40,22,54,0,0.81,February
2979,2016-02-26,41,34,26,73,48,23,28,19,40,0,0,February
2980,2016-02-27,39,30,21,52,41,29,22,12,31,0,0,February
2981,2016-02-28,58,47,36,62,48,33,22,15,29,0,0,February
2982,2016-02-29,64,54,43,76,55,34,29,16,39,0,0,February
3320,2017-02-01,43,35,27,100,72,43,28,10,35,0.05,0,February
3321,2017-02-02,40,35,29,63,48,32,25,13,35,0,0,February
3322,2017-02-03,33,29,25,50,43,36,21,12,26,0,0,February
3323,2017-02-04,33,27,21,57,43,29,21,13,27,0,0,February
3324,2017-02-05,44,35,26,52,44,36,23,14,37,0,0,February
3325,2017-02-06,39,36,32,56,42,27,28,14,39,0,0,February
3326,2017-02-07,51,42,33,100,72,43,26,17,32,0.44,0.44,February
3327,2017-02-08,52,39,25,100,73,46,18,9,23,0,0.02,February
3328,2017-02-09,39,25,11,100,80,59,39,21,49,0.39,0,February
3329,2017-02-10,25,18,11,61,43,25,26,13,35,0,0,February
3330,2017-02-11,30,23,15,100,92,84,15,9,19,0.21,0,February
3331,2017-02-12,35,27,19,100,92,84,26,15,30,0.77,0.77,February
3332,2017-02-13,34,29,24,100,79,57,35,20,46,0.09,0,February
3333,2017-02-14,34,28,22,78,63,47,18,10,27,0,0,February
3334,2017-02-15,40,34,27,100,88,75,18,7,25,0.22,0.22,February
3335,2017-02-16,35,31,27,100,77,54,25,16,36,0.07,0,February
3336,2017-02-17,41,32,23,63,48,32,23,14,30,0,0,February
3337,2017-02-18,49,38,26,68,54,40,24,14,34,0,0,February
3338,2017-02-19,59,49,39,79,56,33,20,11,31,0,0,February
3339,2017-02-20,48,41,33,60,47,33,20,11,24,0,0,February
3340,2017-02-21,40,35,30,70,59,47,16,9,21,0,0,February
3341,2017-02-22,56,47,38,92,72,51,14,8,20,0,0,February
3342,2017-02-23,68,54,39,92,69,45,24,10,32,0,0,February
3343,2017-02-24,73,60,46,100,74,47,25,12,30,0,0,February
3344,2017-02-25,69,59,49,100,79,58,22,11,28,0,0.1,February
3345,2017-02-26,49,41,32,82,56,30,31,17,40,0,0,February
3346,2017-02-27,55,43,30,65,44,22,26,17,38,0,0,February
3347,2017-02-28,51,45,39,93,77,61,15,8,18,0,0,February
3685,2018-02-01,46,38,30,92,69,45,22,14,28,0,0.04,February
3686,2018-02-02,38,25,12,100,68,35,29,18,37,0.25,0.25,February
3687,2018-02-03,28,19,10,62,50,37,21,13,27,0,0,February
3688,2018-02-04,43,35,26,100,82,63,18,11,23,0,0.29,February
3689,2018-02-05,43,34,24,100,65,29,28,14,39,0,0.36,February
3690,2018-02-06,34,28,22,75,61,46,17,8,21,0,0,February
3691,2018-02-07,43,33,23,100,79,57,22,7,27,0.65,0.65,February
3692,2018-02-08,34,28,22,72,63,53,23,13,33,0,0,February
3693,2018-02-09,32,27,22,72,56,39,16,12,24,0,0,February
3694,2018-02-10,52,41,30,100,89,77,20,8,24,0,0.16,February
3695,2018-02-11,49,44,38,100,96,92,14,7,17,0,0.69,February
3696,2018-02-12,48,41,33,100,66,32,23,10,29,0,0,February
3697,2018-02-13,33,29,25,69,52,35,17,10,22,0,0,February
3698,2018-02-14,47,38,28,82,71,60,21,11,28,0,0,February
3699,2018-02-15,49,42,35,100,90,79,17,8,23,0,0,February
3700,2018-02-16,54,44,34,100,76,52,25,11,33,0,0.02,February
3701,2018-02-17,35,31,27,92,61,29,24,12,29,0.17,0,February
3702,2018-02-18,44,38,32,100,72,43,21,10,29,0.35,0,February
3703,2018-02-19,50,38,26,93,77,61,26,13,32,0,0.06,February
3704,2018-02-20,70,56,42,100,79,57,22,11,29,0,0.01,February
3705,2018-02-21,72,57,41,100,79,57,26,14,32,0,0,February
3706,2018-02-22,55,44,32,92,60,28,22,10,26,0.08,0.08,February
3707,2018-02-23,40,36,31,92,78,64,17,9,20,0,0.12,February
3708,2018-02-24,55,46,37,92,70,48,20,10,24,0,0,February
3709,2018-02-25,41,39,37,93,79,64,25,14,30,0,0.51,February
3710,2018-02-26,51,45,38,100,68,36,17,11,25,0,0,February
3711,2018-02-27,53,45,36,56,41,26,20,9,25,0,0,February
3712,2018-02-28,60,50,39,59,45,30,22,12,25,0,0.01,February
1,2008-01-01,40,34,28,92,79,66,23,10,36,0.18,0.18,January
2,2008-01-02,33,22,10,82,66,49,28,15,38,0,0,January
3,2008-01-03,14,11,7,60,50,40,25,17,32,0,0,January
4,2008-01-04,32,20,8,63,50,36,23,12,28,0,0,January
5,2008-01-05,42,35,27,64,47,30,16,9,23,0,0,January
6,2008-01-06,47,42,36,82,69,55,15,7,20,0,0,January
7,2008-01-07,55,45,35,92,77,61,18,7,22,0,0,January
8,2008-01-08,67,56,45,86,69,52,18,12,23,0,0,January
9,2008-01-09,62,54,46,90,57,24,29,18,37,0,0,January
10,2008-01-10,49,44,38,70,52,34,16,11,22,0,0,January
11,2008-01-11,57,48,38,100,85,70,23,7,30,0,1.41,January
12,2008-01-12,48,43,38,89,68,46,17,9,20,0,0,January
13,2008-01-13,44,37,30,76,63,49,23,11,26,0,0,January
14,2008-01-14,39,34,28,100,82,64,26,15,33,0.55,0.55,January
15,2008-01-15,35,30,24,88,76,63,15,8,0,0,0,January
16,2008-01-16,34,29,23,68,53,38,20,13,26,0,0,January
17,2008-01-17,35,28,21,75,63,50,10,6,13,0,0,January
18,2008-01-18,47,40,33,100,72,44,23,12,32,0.38,0.38,January
19,2008-01-19,35,33,30,47,43,38,13,10,20,0,0,January
20,2008-01-20,34,27,19,49,40,31,25,15,33,0,0,January
21,2008-01-21,25,20,15,53,44,35,21,14,28,0,0,January
22,2008-01-22,40,30,20,92,67,41,29,13,38,0,0.03,January
23,2008-01-23,37,33,29,82,57,32,20,11,25,0,0,January
24,2008-01-24,32,27,22,55,47,38,16,9,22,0,0,January
25,2008-01-25,31,24,16,61,46,31,24,13,31,0,0,January
26,2008-01-26,33,29,24,60,50,39,14,8,18,0,0,January
27,2008-01-27,34,29,24,85,72,58,33,17,40,0.1,0,January
28,2008-01-28,41,32,23,65,50,34,24,16,33,0,0,January
29,2008-01-29,40,34,27,82,63,43,17,7,22,0,0,January
30,2008-01-30,50,41,32,86,62,38,33,13,51,0,0.04,January
31,2008-01-31,36,32,27,58,44,29,16,8,22,0,0,January
367,2009-01-01,19,13,6,57,46,34,28,19,40,0,0,January
368,2009-01-02,34,24,14,75,60,45,22,11,29,0,0,January
369,2009-01-03,34,29,24,75,56,36,28,16,39,0,0,January
370,2009-01-04,38,30,22,63,52,41,23,11,30,0,0,January
371,2009-01-05,39,33,27,78,58,38,22,12,30,0.06,0.06,January
372,2009-01-06,35,31,26,58,50,41,17,8,22,0,0,January
373,2009-01-07,39,34,28,100,77,53,24,13,29,1.17,1.17,January
374,2009-01-08,40,33,25,100,74,48,35,19,43,0.07,0.07,January
375,2009-01-09,28,25,21,62,54,46,25,16,35,0,0,January
376,2009-01-10,26,22,17,88,65,42,20,9,24,0.05,0,January
377,2009-01-11,33,28,22,92,80,68,23,11,29,0.35,0,January
378,2009-01-12,29,24,19,88,67,46,15,8,18,0,0,January
379,2009-01-13,36,28,19,89,75,60,16,7,18,0,0.02,January
380,2009-01-14,37,26,14,89,60,31,32,15,39,0,0,January
381,2009-01-15,17,14,10,53,43,33,15,8,20,0,0,January
382,2009-01-16,18,12,6,63,45,27,20,11,28,0,0,January
383,2009-01-17,19,14,8,63,48,33,20,10,25,0,0,January
384,2009-01-18,32,26,19,92,87,81,20,7,22,0.37,0,January
385,2009-01-19,33,28,22,92,83,74,13,7,16,0.17,0,January
386,2009-01-20,32,27,21,78,70,62,18,9,22,0,0,January
387,2009-01-21,25,20,15,67,55,42,18,12,24,0,0,January
388,2009-01-22,33,25,17,69,59,49,23,13,31,0,0,January
389,2009-01-23,39,32,25,85,73,61,16,8,22,0,0,January
390,2009-01-24,40,28,15,85,58,31,28,18,36,0,0,January
391,2009-01-25,24,16,8,63,49,35,21,12,25,0,0,January
392,2009-01-26,24,20,15,62,52,41,13,7,18,0,0,January
393,2009-01-27,28,24,20,55,46,37,14,7,20,0,0,January
394,2009-01-28,37,30,23,100,73,46,26,11,32,1.08,1.08,January
395,2009-01-29,36,31,26,82,67,51,30,14,41,0,0,January
396,2009-01-30,36,28,19,77,65,52,17,8,22,0,0,January
397,2009-01-31,28,24,19,85,59,33,24,16,31,0,0,January
732,2010-01-01,35,31,26,92,84,75,15,8,20,0,0,January
733,2010-01-02,30,26,21,92,83,74,30,16,38,0.43,0,January
734,2010-01-03,31,24,17,91,77,63,31,21,41,0.2,0,January
735,2010-01-04,35,31,26,75,63,51,23,16,31,0,0,January
736,2010-01-05,34,31,27,69,60,51,17,10,24,0,0,January
737,2010-01-06,34,29,24,68,58,47,23,13,32,0,0,January
738,2010-01-07,41,34,27,68,54,40,24,13,31,0,0,January
739,2010-01-08,29,25,21,81,72,63,16,8,22,0.01,0,January
740,2010-01-09,27,20,13,68,51,33,23,15,29,0,0,January
741,2010-01-10,28,20,11,52,38,23,18,12,23,0,0,January
742,2010-01-11,36,27,17,68,56,44,17,11,26,0,0,January
743,2010-01-12,34,25,16,69,57,45,25,13,33,0,0,January
744,2010-01-13,30,22,14,63,42,21,21,13,26,0,0,January
745,2010-01-14,33,27,21,78,66,54,13,7,16,0,0,January
746,2010-01-15,46,39,31,85,67,49,22,12,30,0,0,January
747,2010-01-16,48,40,32,78,62,45,17,10,24,0,0,January
748,2010-01-17,41,36,31,92,78,64,26,9,53,0.43,0.43,January
