WeatherKey,WeatherDate,TempHighInF,TempAverageInF,TempLowInF,HumidityHighPercentage,HumidityAveragePercentage,HumidityLowPercentage,WindHighInMpf,WindAverageInMpf,WindGustHighInMpf,SnowFallInInches,PrecipitationInInches,Month
2768,2015-07-30,91,83,74,93,73,52,25,14,33,0,0.02,July
2769,2015-07-31,89,81,73,93,61,29,23,11,31,0,0,July
3105,2016-07-01,86,77,68,90,65,40,25,11,32,0,0.2,July
3106,2016-07-02,80,73,65,90,59,28,23,13,30,0,0,July
3107,2016-07-03,84,74,64,60,43,26,18,11,25,0,0,July
3108,2016-07-04,88,77,66,68,46,24,22,12,29,0,0,July
3109,2016-07-05,76,70,64,93,77,61,10,5,21,0,0.23,July
3110,2016-07-06,94,83,71,93,63,33,18,9,25,0,0,July
3111,2016-07-07,79,70,61,100,81,62,15,8,18,0,0,July
3112,2016-07-08,67,64,61,100,87,73,16,10,20,0,0.02,July
3113,2016-07-09,65,62,59,93,83,73,16,10,18,0,0.11,July
3114,2016-07-10,64,62,59,97,91,84,13,6,16,0,0.09,July
3115,2016-07-11,72,66,59,90,74,57,14,7,18,0,0,July
3116,2016-07-12,88,77,65,78,54,29,16,9,23,0,0,July
3117,2016-07-13,92,79,65,81,63,44,22,12,29,0,0,July
3118,2016-07-14,87,78,69,87,72,57,26,14,36,0,0,July
3119,2016-07-15,96,84,72,93,61,29,17,9,24,0,0,July
3120,2016-07-16,94,85,75,64,47,30,18,9,25,0,0,July
3121,2016-07-17,79,74,68,93,79,64,15,7,18,0,0,July
3122,2016-07-18,95,81,67,97,65,33,30,12,40,0,0.01,July
3123,2016-07-19,84,76,68,74,51,28,21,11,28,0,0,July
3124,2016-07-20,84,75,65,56,41,26,17,10,25,0,0,July
3125,2016-07-21,91,79,67,63,44,24,20,10,26,0,0,July
3126,2016-07-22,98,86,73,74,55,35,26,17,39,0,0,July
3127,2016-07-23,94,83,72,84,57,30,29,11,44,0,0,July
3128,2016-07-24,91,80,68,84,58,32,16,8,21,0,0,July
3129,2016-07-25,92,80,67,84,66,47,20,9,24,0,0,July
3130,2016-07-26,94,85,76,74,52,30,18,13,26,0,0,July
3131,2016-07-27,87,80,73,74,58,42,21,10,24,0,0,July
3132,2016-07-28,89,81,73,79,57,34,18,7,23,0,0,July
3133,2016-07-29,79,76,72,88,81,74,16,9,21,0,0.06,July
3134,2016-07-30,80,76,71,93,71,48,16,10,20,0,0,July
3135,2016-07-31,74,71,68,100,92,84,14,9,17,0,0.15,July
3470,2017-07-01,88,79,69,97,79,61,28,14,35,0.11,0.11,July
3471,2017-07-02,90,81,71,93,64,34,23,11,30,0,0,July
3472,2017-07-03,87,79,71,79,54,29,23,13,30,0,0,July
3473,2017-07-04,82,75,67,63,52,40,12,6,16,0,0,July
3474,2017-07-05,79,71,62,73,58,43,18,8,20,0,0,July
3475,2017-07-06,83,72,61,87,60,33,17,10,21,0,0,July
3476,2017-07-07,70,66,62,100,82,63,18,8,23,0,0.3,July
3477,2017-07-08,87,75,63,100,74,48,21,9,27,0,0.4,July
3478,2017-07-09,83,75,66,84,58,31,18,12,30,0,0,July
3479,2017-07-10,87,76,65,78,55,32,22,13,30,0,0,July
3480,2017-07-11,83,75,67,100,79,58,17,8,22,0,0.17,July
3481,2017-07-12,82,76,69,93,81,69,17,8,20,0,1.33,July
3482,2017-07-13,70,65,59,100,92,84,21,10,24,0,0.13,July
3483,2017-07-14,67,64,60,90,84,78,13,7,17,0,0,July
3484,2017-07-15,73,68,62,93,83,73,15,7,16,0,0,July
3485,2017-07-16,81,75,69,90,72,54,18,10,21,0,0,July
3486,2017-07-17,83,76,68,90,74,58,15,8,19,0,0,July
3487,2017-07-18,82,75,68,97,83,69,18,8,24,0,0.12,July
3488,2017-07-19,93,83,72,93,66,38,21,9,32,0,0,July
3489,2017-07-20,92,82,71,84,64,44,18,8,26,0,0,July
3490,2017-07-21,91,82,73,69,52,34,20,10,29,0,0,July
3491,2017-07-22,83,78,73,79,65,51,16,8,20,0,0,July
3492,2017-07-23,77,71,64,84,71,57,24,12,33,0,0,July
3493,2017-07-24,65,61,57,100,89,78,25,14,30,0,1.41,July
3494,2017-07-25,65,61,56,100,84,67,16,8,19,0,0.01,July
3495,2017-07-26,77,68,59,84,69,54,15,8,18,0,0,July
3496,2017-07-27,75,69,63,93,76,58,20,12,25,0,0.04,July
3497,2017-07-28,82,74,66,97,77,54,15,8,19,0,0,July
3498,2017-07-29,71,66,60,78,66,44,23,14,28,0,0,July
3499,2017-07-30,73,67,60,72,60,47,16,10,20,0,0,July
3500,2017-07-31,80,71,61,78,62,48,20,9,22,0,0,July
153,2008-06-01,82,72,61,78,56,33,22,12,30,0,0,June
154,2008-06-02,78,69,59,67,50,33,18,9,26,0,0,June
155,2008-06-03,86,74,61,67,46,25,18,10,24,0,0,June
156,2008-06-04,70,62,53,100,70,40,14,8,17,0,0.56,June
157,2008-06-05,59,56,52,100,90,80,21,10,25,0,0,June
158,2008-06-06,61,57,52,93,86,78,13,6,17,0,0.22,June
159,2008-06-07,92,75,57,93,69,44,20,8,24,0,0,June
160,2008-06-08,93,85,77,69,55,41,20,11,28,0,0,June
161,2008-06-09,95,81,66,87,63,38,18,8,25,0,0,June
162,2008-06-10,95,79,63,90,66,41,32,7,44,0,0,June
163,2008-06-11,87,77,66,81,55,29,21,11,28,0,0,June
164,2008-06-12,81,74,67,59,39,18,21,10,29,0,0,June
165,2008-06-13,78,69,60,57,41,24,14,7,17,0,0,June
166,2008-06-14,75,69,63,84,66,47,17,9,21,0,0,June
167,2008-06-15,64,61,57,93,83,72,15,8,17,0,0.31,June
168,2008-06-16,67,64,60,90,84,78,17,10,22,0,0.44,June
169,2008-06-17,80,70,59,90,66,42,20,9,26,0,0,June
170,2008-06-18,74,66,58,78,60,41,21,10,24,0,0,June
171,2008-06-19,75,66,60,83,67,48,16,8,0,0,0,June
172,2008-06-20,80,71,61,84,60,35,21,8,25,0,0.03,June
173,2008-06-21,83,73,63,84,59,33,16,9,22,0,0,June
174,2008-06-22,84,74,63,87,67,47,26,11,33,0,0,June
175,2008-06-23,73,69,65,93,86,79,16,7,23,0,0.46,June
176,2008-06-24,78,69,59,87,76,64,36,8,47,0,0.78,June
177,2008-06-25,83,73,63,78,56,33,18,11,24,0,0,June
178,2008-06-26,82,74,65,79,66,52,20,9,25,0,0,June
179,2008-06-27,85,76,66,84,70,55,24,5,32,0,0.66,June
180,2008-06-28,69,63,57,100,88,76,14,8,17,0,0,June
181,2008-06-29,75,68,61,100,88,76,17,7,21,0,0,June
182,2008-06-30,88,81,73,87,66,44,20,11,25,0,0,June
518,2009-06-01,71,60,48,55,41,26,20,13,26,0,0,June
519,2009-06-02,79,68,56,78,57,36,18,9,25,0,0,June
520,2009-06-03,71,65,58,78,52,34,18,9,28,0,0,June
521,2009-06-04,71,65,58,78,66,53,17,9,26,0,0,June
522,2009-06-05,64,59,54,93,83,72,16,8,20,0,0.01,June
523,2009-06-06,68,61,54,93,80,67,20,10,23,0,0,June
524,2009-06-07,83,72,60,90,57,23,20,8,23,0,0,June
525,2009-06-08,67,64,61,67,55,42,16,8,20,0,0,June
526,2009-06-09,62,58,53,93,77,60,21,10,23,0,0.1,June
527,2009-06-10,60,57,54,93,87,80,12,7,14,0,0,June
528,2009-06-11,58,57,55,93,87,80,12,7,15,0,0.2,June
529,2009-06-12,74,64,54,100,84,68,14,5,17,0,0.56,June
530,2009-06-13,69,65,61,97,80,63,17,8,20,0,0,June
531,2009-06-14,63,60,57,93,83,72,15,7,17,0,0.2,June
532,2009-06-15,62,59,56,86,83,80,14,8,16,0,0,June
533,2009-06-16,62,58,54,93,83,72,13,7,16,0,0,June
534,2009-06-17,75,64,53,77,54,31,18,9,22,0,0,June
535,2009-06-18,68,62,56,97,83,68,16,9,20,0,0.43,June
536,2009-06-19,72,67,62,100,92,84,14,6,20,0,0.5,June
537,2009-06-20,75,68,61,100,82,64,18,9,24,0,0,June
538,2009-06-21,64,62,60,100,94,87,29,17,39,0,0.04,June
539,2009-06-22,64,63,61,100,92,84,32,19,40,0,0.39,June
540,2009-06-23,67,63,58,93,86,78,23,13,31,0,0.02,June
541,2009-06-24,64,60,56,100,95,90,17,10,22,0,0.14,June
542,2009-06-25,74,67,60,100,87,73,12,5,14,0,0.05,June
543,2009-06-26,84,75,66,93,74,55,24,10,30,0,0.03,June
544,2009-06-27,77,68,59,97,81,64,17,9,21,0,0,June
545,2009-06-28,68,64,59,97,89,81,20,10,24,0,0.03,June
546,2009-06-29,75,68,61,93,83,73,14,6,16,0,0.45,June
547,2009-06-30,65,62,59,100,92,84,13,8,15,0,0.07,June
883,2010-06-01,85,73,61,93,74,55,23,11,33,0,0.43,June
884,2010-06-02,73,67,60,97,85,73,17,9,22,0,0,June
885,2010-06-03,84,72,60,100,79,58,22,10,29,0,0.7,June
886,2010-06-04,76,68,59,100,82,64,17,8,21,0,0,June
887,2010-06-05,85,75,64,93,76,58,20,11,24,0,0.71,June
888,2010-06-06,82,70,58,84,73,61,47,11,68,0,0.71,June
889,2010-06-07,74,65,56,77,52,27,21,12,29,0,0,June
890,2010-06-08,72,65,57,62,46,29,23,12,30,0,0,June
891,2010-06-09,71,63,55,86,61,36,24,10,31,0,0.04,June
892,2010-06-10,59,56,53,93,90,86,18,8,22,0,0.1,June
893,2010-06-11,66,61,55,93,76,58,15,7,18,0,0,June
894,2010-06-12,70,65,59,100,85,70,14,7,16,0,0.18,June
895,2010-06-13,66,62,58,100,89,78,15,7,17,0,0.02,June
896,2010-06-14,72,65,58,93,81,68,15,6,17,0,0,June
897,2010-06-15,70,65,59,90,70,49,15,8,21,0,0,June
898,2010-06-16,78,68,58,87,63,39,23,8,31,0.02,0.02,June
899,2010-06-17,74,68,61,93,75,57,21,10,26,0,0,June
900,2010-06-18,88,76,63,78,54,29,16,9,22,0,0,June
901,2010-06-19,84,75,66,81,55,28,23,14,31,0,0,June
902,2010-06-20,90,79,67,93,73,52,26,10,33,0,0.16,June
903,2010-06-21,85,77,68,87,65,43,13,6,21,0,0,June
904,2010-06-22,76,71,66,81,60,38,15,7,17,0,0,June
905,2010-06-23,87,77,66,93,72,51,22,10,29,0,0.06,June
906,2010-06-24,93,81,69,85,66,38,32,11,46,0,0.05,June
907,2010-06-25,79,74,68,68,53,38,18,11,24,0,0,June
908,2010-06-26,86,77,68,76,54,32,20,10,24,0,0,June
909,2010-06-27,76,71,65,93,71,49,23,6,38,0,0,June
910,2010-06-28,94,80,65,93,67,41,26,11,37,0,0,June
911,2010-06-29,91,81,71,82,56,29,21,13,28,0,0,June
912,2010-06-30,78,71,63,52,39,25,22,12,26,0,0,June
1248,2011-06-01,82,73,64,90,76,62,30,14,38,0,0.56,June
1249,2011-06-02,75,67,58,90,62,33,30,17,39,0,0,June
1250,2011-06-03,71,63,55,72,50,28,25,14,32,0,0,June
1251,2011-06-04,64,58,51,77,60,42,18,9,22,0,0,June
1252,2011-06-05,63,56,49,78,69,60,17,7,21,0,0,June
1253,2011-06-06,70,63,55,86,70,53,13,6,16,0,0,June
1254,2011-06-07,82,71,60,84,62,40,17,7,21,0,0,June
1255,2011-06-08,84,73,62,90,67,44,20,6,25,0,0,June
1256,2011-06-09,92,81,70,84,64,44,32,13,44,0,0.51,June
1257,2011-06-10,76,69,61,84,76,68,17,9,21,0,0,June
1258,2011-06-11,65,60,55,93,83,73,18,10,23,0,0.71,June
1259,2011-06-12,58,56,53,93,88,83,18,13,23,0,0.33,June
1260,2011-06-13,64,59,54,93,80,67,15,6,20,0,0.05,June
1261,2011-06-14,60,58,55,83,73,62,17,10,21,0,0.04,June
1262,2011-06-15,69,63,57,77,61,44,20,10,26,0,0,June
1263,2011-06-16,89,75,61,68,49,29,17,10,23,0,0,June
1264,2011-06-17,75,70,65,87,70,53,23,12,30,0,0.04,June
1265,2011-06-18,83,74,64,93,70,47,18,8,23,0,0.07,June
1266,2011-06-19,80,74,67,73,49,25,18,11,28,0,0,June
1267,2011-06-20,83,73,62,84,59,33,14,6,20,0,0,June
1268,2011-06-21,76,71,65,73,58,43,16,9,21,0,0,June
1269,2011-06-22,71,68,64,100,91,81,20,8,26,0,1.82,June
1270,2011-06-23,65,62,59,100,97,93,23,14,28,0,0.17,June
1271,2011-06-24,61,59,56,100,95,90,16,10,20,0.01,0.01,June
1272,2011-06-25,63,59,54,100,89,78,20,7,61,0,0.27,June
1273,2011-06-26,76,69,61,100,82,64,15,5,17,0,0,June
1274,2011-06-27,78,72,66,81,71,60,15,9,31,0,0,June
1275,2011-06-28,81,74,66,93,76,58,20,8,22,0,0,June
1276,2011-06-29,85,77,68,90,65,40,22,11,29,0,0.18,June
1277,2011-06-30,82,74,65,73,54,34,20,12,23,0,0,June
1614,2012-06-01,65,62,58,84,66,48,17,12,22,0,0,June
1615,2012-06-02,62,59,55,97,85,72,25,16,30,0,1.13,June
1616,2012-06-03,62,58,53,97,85,72,23,14,30,0,0.01,June
1617,2012-06-04,53,52,50,96,90,83,30,17,37,0,0.13,June
1618,2012-06-05,56,53,50,93,83,72,20,8,23,0,0.13,June
1619,2012-06-06,61,57,52,89,75,60,13,7,22,0,0,June
1620,2012-06-07,65,60,54,93,86,78,24,6,36,0,0.04,June
1621,2012-06-08,79,67,54,100,71,42,29,8,36,0,0.31,June
1622,2012-06-09,79,69,59,78,54,30,17,10,22,0,0,June
1623,2012-06-10,76,68,59,78,56,33,18,9,21,0,0,June
1624,2012-06-11,74,66,57,86,68,49,20,10,23,0,0,June
1625,2012-06-12,74,67,60,90,72,53,21,13,25,0,0.01,June
1626,2012-06-13,65,64,62,100,97,93,13,7,16,0,0.7,June
1627,2012-06-14,68,65,61,100,73,45,22,9,29,0,0,June
1628,2012-06-15,69,63,57,72,62,52,18,9,23,0,0,June
1629,2012-06-16,65,60,54,84,72,60,20,10,24,0,0,June
1630,2012-06-17,63,58,52,89,77,64,15,9,20,0,0,June
1631,2012-06-18,64,60,55,84,74,64,17,8,22,0,0,June
1632,2012-06-19,76,66,56,93,77,61,18,10,24,0,0,June
1633,2012-06-20,97,82,66,87,64,40,16,10,24,0,0,June
1634,2012-06-21,96,88,80,65,52,39,16,9,22,0,0,June
1635,2012-06-22,95,85,74,82,59,36,28,10,36,0,0.02,June
1636,2012-06-23,81,73,65,93,74,54,33,8,44,0,1.19,June
1637,2012-06-24,84,74,64,81,54,26,17,11,25,0,0,June
1638,2012-06-25,73,67,61,93,75,57,22,10,29,0,0.93,June
1639,2012-06-26,73,67,61,93,73,53,23,13,29,0,0.06,June
1640,2012-06-27,77,69,61,72,58,43,20,14,29,0,0,June
1641,2012-06-28,83,74,65,73,56,39,17,10,22,0,0,June
1642,2012-06-29,89,78,66,87,58,28,18,8,24,0,0.05,June
1643,2012-06-30,90,80,70,62,45,27,22,13,32,0,0,June
1979,2013-06-01,92,81,70,69,54,38,22,13,30,0,0,June
1980,2013-06-02,88,78,68,84,65,46,32,16,40,0,0,June
1981,2013-06-03,77,70,62,87,62,37,18,10,23,0,0.71,June
1982,2013-06-04,73,64,55,55,44,33,21,12,29,0,0,June
1983,2013-06-05,72,65,57,62,49,36,18,9,22,0,0,June
1984,2013-06-06,69,63,57,80,60,39,20,9,22,0,0.02,June
1985,2013-06-07,58,57,55,100,92,83,22,12,28,0,3.07,June
1986,2013-06-08,79,67,55,93,75,56,20,12,29,0,0.54,June
1987,2013-06-09,80,71,61,78,57,36,17,9,23,0,0,June
1988,2013-06-10,69,64,58,93,75,57,16,8,21,0,0.88,June
1989,2013-06-11,64,60,56,100,89,78,23,9,26,0,1.38,June
1990,2013-06-12,71,64,56,100,75,49,28,12,39,0,0.07,June
1991,2013-06-13,67,60,53,93,78,63,23,9,29,0,0.72,June
1992,2013-06-14,74,64,53,93,69,44,22,11,28,0,1.02,June
1993,2013-06-15,80,71,62,67,46,25,18,10,24,0,0,June
1994,2013-06-16,77,69,61,78,57,36,22,11,26,0,0,June
1995,2013-06-17,87,75,63,93,64,34,32,11,44,0,0.43,June
1996,2013-06-18,71,65,59,93,77,61,23,7,26,0,0.63,June
1997,2013-06-19,71,65,58,93,70,47,16,11,20,0,0,June
1998,2013-06-20,77,68,58,80,63,45,17,9,21,0,0,June
1999,2013-06-21,84,73,61,78,58,37,16,8,22,0,0,June
2000,2013-06-22,85,75,65,68,53,37,21,12,29,0,0,June
2001,2013-06-23,91,79,66,74,60,46,24,13,32,0,0,June
2002,2013-06-24,95,83,70,90,65,39,22,11,29,0,0.33,June
2003,2013-06-25,92,81,69,84,63,41,23,12,31,0,0,June
2004,2013-06-26,84,74,64,100,78,55,15,7,20,0,0.04,June
2005,2013-06-27,66,64,61,100,94,87,13,7,15,0,0.03,June
2006,2013-06-28,81,72,62,100,85,69,23,13,29,0,0.45,June
2007,2013-06-29,83,77,70,97,78,58,22,12,28,0,0.07,June
2008,2013-06-30,84,77,69,90,78,65,18,10,23,0,0.11,June
2344,2014-06-01,66,59,51,77,61,44,12,8,16,0,0,June
2345,2014-06-02,83,70,56,62,44,26,16,9,22,0,0,June
2346,2014-06-03,72,65,57,86,72,57,24,11,29,0,0,June
2347,2014-06-04,60,58,55,93,80,67,13,6,16,0,0.14,June
2348,2014-06-05,60,59,57,100,92,84,17,7,22,0,0.78,June
2349,2014-06-06,76,67,57,93,67,41,18,11,24,0,0,June
2350,2014-06-07,80,71,61,73,58,42,14,8,18,0,0,June
2351,2014-06-08,81,74,67,66,55,43,15,8,17,0,0,June
2352,2014-06-09,81,74,66,73,56,39,21,11,26,0,0,June
2353,2014-06-10,79,69,59,93,80,67,28,9,48,0,0.85,June
2354,2014-06-11,63,61,58,86,79,72,15,10,18,0,0,June
2355,2014-06-12,66,63,59,84,79,73,21,12,25,0,0,June
2356,2014-06-13,64,62,59,100,89,78,23,10,31,0,0.54,June
2357,2014-06-14,77,68,58,100,79,57,18,8,26,0,0.01,June
2358,2014-06-15,80,69,58,75,56,36,20,12,26,0,0,June
2359,2014-06-16,73,68,62,59,50,41,17,10,20,0,0,June
2360,2014-06-17,84,73,62,84,70,55,17,11,21,0,0.02,June
2361,2014-06-18,87,78,68,87,64,40,32,14,43,0,0,June
2362,2014-06-19,84,76,67,68,45,21,20,11,24,0,0,June
2363,2014-06-20,77,69,61,52,38,24,21,12,28,0,0,June
2364,2014-06-21,75,66,57,67,50,33,15,7,22,0,0,June
2365,2014-06-22,71,65,59,67,56,44,16,8,20,0,0,June
2366,2014-06-23,77,68,59,84,65,45,21,9,25,0,0,June
2367,2014-06-24,84,72,60,84,63,42,23,13,28,0,0,June
2368,2014-06-25,89,78,66,84,65,46,22,15,28,0,0,June
2369,2014-06-26,81,71,60,94,82,69,20,10,24,0,0.28,June
2370,2014-06-27,72,66,59,84,56,28,16,8,21,0,0,June
2371,2014-06-28,80,70,59,72,54,35,12,7,26,0,0,June
2372,2014-06-29,86,74,62,78,54,29,18,9,23,0,0,June
2373,2014-06-30,89,77,64,78,59,39,20,13,28,0,0,June
2709,2015-06-01,49,48,47,100,97,93,21,14,26,0,0.38,June
2710,2015-06-02,49,48,46,100,93,86,20,11,26,0,0.74,June
2711,2015-06-03,56,52,47,93,82,71,14,7,0,0,0,June
2712,2015-06-04,58,54,49,86,74,61,16,6,21,0,0,June
2713,2015-06-05,59,55,50,93,83,72,20,8,22,0,0,June
2714,2015-06-06,67,60,52,100,73,46,20,7,28,0,0.09,June
2715,2015-06-07,67,60,53,60,47,34,21,11,23,0,0,June
2716,2015-06-08,76,65,53,89,71,52,29,17,40,0,0,June
2717,2015-06-09,78,71,64,93,81,69,23,13,26,0,0,June
2718,2015-06-10,82,72,62,78,54,30,20,11,26,0,0,June
2719,2015-06-11,88,76,64,78,56,33,22,14,29,0,0,June
2720,2015-06-12,79,72,65,79,60,41,18,9,24,0,0,June
2721,2015-06-13,85,75,64,84,56,27,21,9,26,0,0,June
2722,2015-06-14,74,68,62,73,56,38,17,10,21,0,0,June
2723,2015-06-15,63,59,54,100,84,67,21,9,23,0,0.4,June
2724,2015-06-16,71,64,56,100,91,81,13,5,18,0,0,June
2725,2015-06-17,69,64,59,73,55,37,23,10,28,0,0,June
2726,2015-06-18,76,67,57,72,59,46,17,10,23,0,0,June
2727,2015-06-19,86,75,63,84,64,43,20,10,26,0,0,June
2728,2015-06-20,75,67,58,78,64,49,18,9,23,0.04,0.04,June
2729,2015-06-21,76,68,60,100,91,82,17,6,22,0,1.72,June
2730,2015-06-22,77,69,61,100,84,68,13,6,15,0,0,June
2731,2015-06-23,88,74,60,100,80,60,28,12,33,0,0.01,June
2732,2015-06-24,84,76,67,73,52,30,20,11,28,0,0,June
2733,2015-06-25,81,73,64,76,56,36,15,7,21,0,0,June
2734,2015-06-26,72,66,59,84,68,52,16,8,20,0,0,June
2735,2015-06-27,68,63,57,93,76,58,38,8,0,0,0.2,June
2736,2015-06-28,59,56,52,100,94,87,29,18,36,0,1.43,June
2737,2015-06-29,75,64,53,93,80,66,15,7,21,0,0,June
2738,2015-06-30,75,68,60,97,81,64,14,7,17,0,0,June
3075,2016-06-01,73,65,57,86,65,44,20,10,24,0,0,June
3076,2016-06-02,62,59,56,93,87,80,16,9,20,0,0,June
3077,2016-06-03,70,64,57,93,83,73,16,8,22,0,0,June
3078,2016-06-04,70,66,61,93,83,73,13,6,15,0,0,June
3079,2016-06-05,68,64,60,100,94,87,21,8,26,0,0.91,June
3080,2016-06-06,84,75,65,93,64,34,21,11,29,0,0,June
3081,2016-06-07,86,75,63,87,58,29,21,9,29,0,0.15,June
3082,2016-06-08,74,66,57,73,57,41,23,16,31,0,0,June
3083,2016-06-09,69,62,54,66,52,37,30,18,39,0,0,June
3084,2016-06-10,72,64,55,80,59,38,21,11,29,0,0,June
3085,2016-06-11,68,61,54,93,69,45,26,7,36,0,0.02,June
3086,2016-06-12,80,68,55,87,63,38,33,17,43,0,0,June
3087,2016-06-13,73,64,54,71,56,41,28,17,37,0,0,June
3088,2016-06-14,79,67,55,66,47,28,25,12,33,0,0,June
3089,2016-06-15,85,76,66,58,42,25,7,10,8,0,0,June
3090,2016-06-16,77,69,61,84,60,36,17,7,21,0,0,June
3091,2016-06-17,74,67,59,78,58,38,32,8,39,0,0.12,June
3092,2016-06-18,72,66,60,90,69,47,18,10,23,0,0,June
3093,2016-06-19,82,70,57,93,67,40,23,12,30,0,0,June
3094,2016-06-20,83,72,60,90,68,46,20,13,23,0,0,June
3095,2016-06-21,87,76,64,87,54,21,24,13,29,0,0.02,June
3096,2016-06-22,78,71,64,59,44,28,26,10,33,0,0,June
3097,2016-06-23,77,69,60,81,60,39,18,9,23,0,0,June
3098,2016-06-24,72,67,61,84,63,41,20,9,22,0,0,June
3099,2016-06-25,73,66,59,87,64,40,15,6,20,0,0,June
3100,2016-06-26,84,72,59,78,57,36,18,10,21,0,0,June
3101,2016-06-27,86,75,64,78,55,31,25,15,28,0,0,June
3102,2016-06-28,79,74,68,84,71,58,20,10,25,0,0.08,June
3103,2016-06-29,87,77,67,100,72,44,10,9,16,0,0.03,June
3104,2016-06-30,81,75,68,70,55,39,18,10,22,0,0,June
3440,2017-06-01,79,68,56,100,65,30,29,10,46,0,0.16,June
3441,2017-06-02,72,62,51,65,48,31,23,14,33,0.01,0.01,June
3442,2017-06-03,69,61,52,77,60,42,18,11,26,0,0,June
3443,2017-06-04,70,62,54,93,74,55,17,10,22,0,0.18,June
3444,2017-06-05,57,55,52,100,97,93,26,16,34,0,0.59,June
3445,2017-06-06,52,50,47,100,97,93,29,17,38,0,0.8,June
3446,2017-06-07,62,56,50,96,75,53,15,8,20,0,0.04,June
3447,2017-06-08,71,61,51,96,75,53,17,8,21,0,0,June
3448,2017-06-09,79,67,55,93,65,36,22,10,29,0,0,June
3449,2017-06-10,85,73,61,67,52,37,20,11,26,0,0,June
3450,2017-06-11,92,79,66,81,57,32,26,14,36,0,0,June
3451,2017-06-12,95,83,71,73,51,28,20,11,25,0,0,June
3452,2017-06-13,95,84,72,67,54,41,31,11,42,0,0.53,June
3453,2017-06-14,73,66,59,78,61,44,16,11,20,0,0,June
3454,2017-06-15,75,66,57,77,57,36,20,12,23,0,0,June
3455,2017-06-16,71,64,57,100,82,63,17,10,21,0,2.13,June
3456,2017-06-17,69,64,58,100,94,87,9,5,11,0,0.02,June
3457,2017-06-18,84,76,68,100,85,69,25,14,32,0,0,June
3458,2017-06-19,85,78,70,100,83,65,26,16,35,0,0.03,June
3459,2017-06-20,86,77,68,100,67,34,25,14,35,0,0.13,June
3460,2017-06-21,84,76,67,73,54,34,24,13,30,0,0,June
3461,2017-06-22,84,75,65,64,48,32,17,8,21,0,0,June
3462,2017-06-23,90,78,65,93,72,51,26,12,31,0,0,June
3463,2017-06-24,88,80,71,93,64,34,24,13,32,0,0.08,June
3464,2017-06-25,85,75,65,73,53,32,29,11,35,0,0,June
3465,2017-06-26,80,71,62,73,54,35,22,11,26,0,0,June
3466,2017-06-27,77,68,58,84,64,43,31,10,39,0,0.08,June
3467,2017-06-28,79,69,58,80,56,32,15,11,22,0,0,June
3468,2017-06-29,79,71,63,78,63,47,18,13,26,0,0,June
3469,2017-06-30,84,76,68,93,78,62,21,14,26,0,0.07,June
61,2008-03-01,39,32,25,96,76,56,23,12,30,0.24,0.24,March
62,2008-03-02,41,35,28,63,47,31,28,16,36,0,0,March
63,2008-03-03,49,38,26,71,55,39,24,12,33,0,0,March
64,2008-03-04,61,50,39,92,79,66,26,15,36,0,0.37,March
65,2008-03-05,60,49,37,92,76,59,31,18,39,0,0.28,March
66,2008-03-06,42,38,34,76,60,44,18,10,25,0,0,March
67,2008-03-07,43,37,31,92,81,70,20,8,22,0,0.17,March
68,2008-03-08,58,48,37,100,77,54,39,13,47,0,1.88,March
69,2008-03-09,51,40,29,60,49,37,39,22,49,0,0,March
70,2008-03-10,39,32,25,55,40,25,22,11,28,0,0,March
71,2008-03-11,43,35,26,69,47,24,18,9,24,0,0,March
72,2008-03-12,43,39,34,92,71,50,24,12,33,0,0.19,March
73,2008-03-13,38,34,29,69,49,28,22,12,29,0,0,March
74,2008-03-14,51,42,32,92,69,46,13,6,16,0,0,March
75,2008-03-15,40,37,34,100,88,76,25,14,32,0.31,0.31,March
76,2008-03-16,41,38,34,85,72,59,23,9,32,0,0,March
77,2008-03-17,44,37,29,58,43,27,25,15,32,0,0,March
78,2008-03-18,39,34,28,52,39,25,13,9,16,0,0,March
79,2008-03-19,41,37,33,100,82,64,20,9,24,0.49,0.49,March
80,2008-03-20,45,41,36,93,73,53,30,15,41,0,0.27,March
81,2008-03-21,40,35,30,64,44,23,36,24,46,0,0,March
82,2008-03-22,47,39,30,39,31,22,24,15,32,0,0,March
83,2008-03-23,45,37,29,56,38,19,17,10,25,0,0,March
84,2008-03-24,44,36,28,69,52,35,16,7,20,0,0,March
85,2008-03-25,38,33,28,78,57,35,20,13,25,0,0,March
86,2008-03-26,58,48,38,70,46,22,26,17,36,0,0,March
87,2008-03-27,55,46,37,54,40,26,18,9,30,0,0,March
88,2008-03-28,43,39,35,92,81,70,20,10,24,0,0.28,March
89,2008-03-29,36,32,27,82,59,35,25,14,32,0,0,March
90,2008-03-30,41,34,26,59,44,29,17,10,22,0,0,March
91,2008-03-31,53,41,29,93,75,56,21,11,26,0,0.19,March
426,2009-03-01,30,26,22,88,71,53,23,16,28,0.06,0.06,March
427,2009-03-02,25,22,19,92,77,62,28,17,35,0.69,0,March
428,2009-03-03,26,21,15,67,50,32,23,14,30,0,0,March
429,2009-03-04,30,22,14,53,40,31,17,13,25,0,0,March
430,2009-03-05,39,30,21,62,46,30,16,10,22,0,0,March
431,2009-03-06,50,42,33,82,68,53,24,15,30,0,0,March
432,2009-03-07,61,52,43,71,51,31,17,10,25,0,0.02,March
